subset,feature_count,mean_ic,ic_sharpe,sign_stability,n
vol_score_standalone,4,0.04576750111428966,1.6681513598797921,0.5212765957446809,94
momentum_core,6,0.02627124854312434,1.592565982174739,0.5106382978723404,94
vol_features_lgbm,4,0.021386390737406176,1.1960337428833883,0.5319148936170213,94
all_features,32,-0.002101011268987848,-0.1389344233117059,0.5,94
vol_plus_momentum,10,-0.0024350760313108888,-0.16728439359334166,0.48936170212765956,94
no_anti_predictive,14,-0.014053655367326107,-1.0053186932446412,0.4787234042553192,94
positive_ic_holdout,14,-0.014243319723323693,-1.0187143406200228,0.46808510638297873,94
