universe_path,universe,sleeve,base_vol_weight,base_trend_weight,stress_k,stress_variant,vix_weight,drawdown_weight,cost_bps,regime,cagr,sharpe,max_dd,max_gross,passes_max_gross,passes_regime_dd,passes_regime_sharpe
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_30,0.6,0.4,0.3,drawdown_only,0.0,1.0,10.0,2023_2026,0.2644525123487962,2.46047339120278,-0.10097598287019238,1.336559439505387,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,2008_crisis,0.020639212120878714,0.1599921301240605,-0.09660417926556208,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,2010_2019,0.18603209102921947,1.7056747899937434,-0.12266029498983999,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,2020,0.2538317904993501,1.2831133926151943,-0.1921832913527759,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,2022,0.01079482144875854,0.10032446770788762,-0.09077948888707532,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,2023_2026,0.2631548922915339,2.5017709411269,-0.09539782244723294,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,2008_crisis,-0.002496182995449958,-0.017035934199818026,-0.12569643051548052,1.3410396263369246,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,2010_2019,0.17098852276908216,1.6303110865434078,-0.11976255128084179,1.3410396263369246,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,2020,0.21963077595773273,1.0992437246013038,-0.19935341699766063,1.3410396263369246,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,2022,0.0034345960769754935,0.0326380673964774,-0.0891660646800082,1.3410396263369246,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,2023_2026,0.24496489975298874,2.4424566147952933,-0.09437274437078458,1.3410396263369246,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,2008_crisis,0.016629029688751684,0.13456509071660538,-0.09854875238381444,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,2010_2019,0.1731537773324232,1.6876758006222818,-0.11157504316101574,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,2020,0.22679889484295224,1.229528249048984,-0.1830821488769785,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,2022,0.022227871534669985,0.23211460768421469,-0.07454014232473094,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,2023_2026,0.24363476314287036,2.4792612914706207,-0.088772947345087,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,2008_crisis,0.01525563273272934,0.12733420018051272,-0.1014453247495839,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,2010_2019,0.17400902844058974,1.7223945044782676,-0.11061761297647588,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,2020,0.22426067228599833,1.2655018414939754,-0.17733733042436794,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,2022,0.03276109205014355,0.36612199029528014,-0.06396899440328996,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,2023_2026,0.24225126993404134,2.5103086759457156,-0.08315613494139218,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,2008_crisis,0.012523999929829444,0.10462278515856656,-0.10105083785866731,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,2010_2019,0.16044841780322594,1.6486689518010051,-0.11037953250906651,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,2020,0.19996486186138518,1.1583264016032788,-0.17391429449587725,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,2022,0.03234993691892707,0.3752521853151068,-0.06110565590181316,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,2023_2026,0.22423009681880246,2.424409346336201,-0.08213484539352,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,2008_crisis,0.009404523273765841,0.0796150395284128,-0.10393324731139997,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,2010_2019,0.16069185955848586,1.6699297537608264,-0.11011685898473922,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,2020,0.19777790742293178,1.1766109623651817,-0.17031229677295068,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,2022,0.03480130149037319,0.4215230234555925,-0.055436293393250735,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,2023_2026,0.22171563798603167,2.432098373097403,-0.07792707773649366,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,2008_crisis,0.00679111767515761,0.057629582843728724,-0.10391385996257052,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,2010_2019,0.160915387481267,1.684872743042532,-0.10987640568025558,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,2020,0.19810543510459877,1.1943302298847946,-0.16726409616560034,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,2022,0.03703128378770959,0.45573942888517927,-0.05387951933987323,1.3750000000000002,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,2023_2026,0.21786976995464835,2.4158593226079055,-0.07578902869487836,1.3750000000000002,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,2008_crisis,-0.022147401234360875,-0.11367824324614431,-0.1822986536848682,1.2944474119984524,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,2010_2019,0.18365302834828912,1.652863273925062,-0.12819993263172602,1.2944474119984524,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,2020,0.20735210707988894,0.9357885378142278,-0.22368596869622392,1.2944474119984524,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,2022,-0.00996145760419731,-0.07976670780462823,-0.10948670742094391,1.2944474119984524,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,2023_2026,0.2642445919760823,2.4858618560381345,-0.10007634799609755,1.2944474119984524,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_30,0.6,0.4,0.3,weighted_50_50,0.5,0.5,10.0,2008_crisis,0.014312557013987925,0.09571279451521689,-0.12034120498636058,1.3416711179976786,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_30,0.6,0.4,0.3,weighted_50_50,0.5,0.5,10.0,2010_2019,0.18808429129650328,1.7683680109414122,-0.11469598933314085,1.3416711179976786,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_30,0.6,0.4,0.3,weighted_50_50,0.5,0.5,10.0,2020,0.2216518411354833,1.130631604394226,-0.19542549537231124,1.3416711179976786,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_30,0.6,0.4,0.3,weighted_50_50,0.5,0.5,10.0,2022,0.017766601447199104,0.1622141389665224,-0.0899857771572975,1.3416711179976786,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_30,0.6,0.4,0.3,weighted_50_50,0.5,0.5,10.0,2023_2026,0.26217675974643573,2.562898209720741,-0.0912477781152633,1.3416711179976786,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_40,0.6,0.4,0.4,weighted_50_50,0.5,0.5,10.0,2008_crisis,0.02689296722570278,0.22080487676456842,-0.09269021192134097,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_40,0.6,0.4,0.4,weighted_50_50,0.5,0.5,10.0,2010_2019,0.19236631064475707,1.8781054848070453,-0.10892778466324271,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_40,0.6,0.4,0.4,weighted_50_50,0.5,0.5,10.0,2020,0.22014529230779445,1.2510743601639964,-0.1750646113919997,1.375,True,True,True
