signal,cost_bps,cagr,sharpe,max_dd
simple_mean_rank,10.0,0.15654412087481062,1.0498409775676987,-0.3394031715242626
simple_mean_rank,25.0,0.14797163434215976,0.9919550765054744,-0.345478892716811
simple_mean_rank,50.0,0.1337978231750967,0.895400771231805,-0.3555156365405502
vol_score,10.0,0.16040758734033855,1.0779837699690042,-0.32981298175911145
vol_score,25.0,0.15241255499608042,1.024001090493697,-0.32981298175911156
vol_score,50.0,0.13918721454256544,0.9339481977946715,-0.3298129817591118
