cost_bps,cagr,sharpe,max_dd
10.0,0.20689367461730668,1.2700663337917146,-0.3298129817591118
25.0,0.19857266525227923,1.2194531500297976,-0.3298129817591119
50.0,0.18480895060329194,1.1348517946123955,-0.32981298175911145
