variant,top_n,sector_cap,use_optimizer,use_risk_engine,cagr,sharpe,max_dd,volatility,mean_ic,ic_sharpe,mean_spread,n_rebalances
volatility_sector_cap_20,,0.2,True,True,0.1813356065124785,0.9408597504735123,-0.3649895551379464,0.19273393980475473,0.04075423939785715,0.12592582721274112,0.016750035244467942,238
volatility_sector_cap_25,,0.25,True,True,0.1796886736023997,0.9320015291324152,-0.3650573138186085,0.19279868968634517,0.04075423939785715,0.12592582721274112,0.016750035244467942,238
volatility_sector_cap_30,,0.3,True,True,0.18070697297365967,0.9372324285023911,-0.3650604913936344,0.19280913408258007,0.04075423939785715,0.12592582721274112,0.016750035244467942,238
volatility_sector_cap_35,,0.35,True,True,0.18104496557696192,0.9390288050178726,-0.36508496360242204,0.1928002257327091,0.04075423939785715,0.12592582721274112,0.016750035244467942,238
