universe,runner,execution_timing,price_mode,start_date,end_date,cagr,sharpe,max_dd,volatility,avg_turnover_per_rebalance,peak_turnover_per_rebalance,turnover_sum,total_cost,tc_drag,slippage_drag,avg_cash_exposure,min_cash_exposure,max_target_gross,avg_target_gross,min_selected,n_rebalances,n_trades,variant,sleeve,trade_threshold,persistence_exit_rank,update_frequency,partial_rebalance,cost_bps,raw_signal_dates,controlled_signal_dates,passes_sharpe,passes_max_dd,passes_cagr,passes_gross,turnover_reduction_pct,passes_turnover,passes_b2_candidate
sp500_dynamic,baseline_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.17575060577235102,1.1424973066619966,-0.29441751665315274,0.15383021452001214,0.052372363941905274,1.6782734063526672,230.59551843620892,59202.43948822995,59202.43948822995,0.0,-0.13878952238257466,-0.3749999999999998,1.3749999999999998,1.1387895223825748,21,4403,100897,baseline_cost_10bps,baseline,0.0,,daily,1.0,10.0,4607,4404,True,True,True,True,0.0005577289412687092,False,False
sp500_dynamic,persistence_persist_top30_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.1725104089468712,1.1200907624129979,-0.3034232328800748,0.15401466982482218,0.04878541374762849,1.5868493666533672,214.80217673080824,52482.97856821443,52482.97856821443,0.0,-0.13878952238257464,-0.3749999999999998,1.3749999999999998,1.1387895223825748,21,4403,100461,persistence_persist_top30_cost_10bps,persistence,0.0,30.0,daily,1.0,10.0,4607,4404,True,True,True,True,0.06900890010320437,False,False
sp500_dynamic,persistence_persist_top40_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.17660278376887395,1.1445927769823732,-0.31380459009807116,0.15429311395313275,0.04715039736921069,1.6173240465531338,207.6031996166347,52512.29914460446,52512.29914460446,0.0,-0.13878952238257464,-0.375,1.375,1.1387895223825748,21,4403,100271,persistence_persist_top40_cost_10bps,persistence,0.0,40.0,daily,1.0,10.0,4607,4404,True,True,True,True,0.10021055608109297,True,True
sp500_dynamic,combo_thr_25bps_persist_top30_partial_75_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.20542918270828836,1.1234880126457867,-0.3850335429803674,0.18284946558931917,0.04435416593274221,1.179269144726221,143.84056011988298,48954.262208076674,48954.262208076674,0.0,-0.29728298313915075,-0.6737941311241231,1.6737941311241231,1.297282983139151,22,3243,12799,combo_thr_25bps_persist_top30_partial_75_cost_10bps,combo,0.0025,30.0,daily,0.75,10.0,4607,3244,True,False,True,False,0.37656925402760966,True,False
sp500_dynamic,combo_thr_25bps_persist_top30_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.17462230176354399,1.1335828595266666,-0.3117499739206502,0.15404458553339315,0.0528524094606318,1.5900679311543542,173.88442712547862,43805.74327686595,43805.74327686595,0.0,-0.13468084391881419,-0.39788879408336975,1.3978887940833697,1.1346808439188143,21,3290,13823,combo_thr_25bps_persist_top30_cost_10bps,combo,0.0025,30.0,daily,1.0,10.0,4607,3291,True,True,True,True,0.2463537542855122,True,True
sp500_dynamic,combo_thr_25bps_persist_top40_partial_75_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.20568525445590136,1.1404882512894976,-0.38967592327035283,0.18034842026942627,0.04235877046162702,1.203874218035633,137.32713383659473,46368.01149447835,46368.01149447835,0.0,-0.2775210634997082,-0.6455743026151646,1.6455743026151646,1.277521063499708,22,3242,12080,combo_thr_25bps_persist_top40_partial_75_cost_10bps,combo,0.0025,40.0,daily,0.75,10.0,4607,3243,True,False,True,False,0.40479960993864217,True,False
sp500_dynamic,combo_thr_25bps_persist_top40_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.1781007188380217,1.1540845598271208,-0.322625415081496,0.1543220705289574,0.05064605132350209,1.6229262237276856,166.6761549056454,43168.75303242692,43168.75303242692,0.0,-0.1344743181940723,-0.4015306617058916,1.4015306617058916,1.1344743181940722,21,3291,13461,combo_thr_25bps_persist_top40_cost_10bps,combo,0.0025,40.0,daily,1.0,10.0,4607,3292,True,True,True,True,0.2775956969158614,True,True
sp500_dynamic,combo_thr_50bps_persist_top30_partial_75_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.2745352099391778,1.0318042319760132,-0.5613347455837543,0.2660729636797613,0.05119888457948543,1.1742910112920453,124.31089175899064,81352.82637353885,81352.82637353885,0.0,-0.6851541309360711,-1.4266342737141384,2.4266342737141384,1.6851541309360711,22,2428,6907,combo_thr_50bps_persist_top30_partial_75_cost_10bps,combo,0.005,30.0,daily,0.75,10.0,4607,2429,True,False,True,False,0.4612143340014154,True,False
sp500_dynamic,combo_thr_50bps_persist_top30_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.17718279963856065,1.127709678829456,-0.32546750481227815,0.15711738842436243,0.06078161899294751,1.5833907533016902,157.66751966770582,41515.127517679575,41515.127517679575,0.0,-0.13354405965815264,-0.42528487210014787,1.4252848721001479,1.1335440596581527,21,2594,7798,combo_thr_50bps_persist_top30_cost_10bps,combo,0.005,30.0,daily,1.0,10.0,4607,2595,True,True,True,True,0.31664073526875025,True,True
sp500_dynamic,combo_thr_50bps_persist_top40_partial_75_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.2652267412303573,1.0370805661850937,-0.5525438423801592,0.25574362289517705,0.04932282391788627,1.1981499267706603,119.45987952912057,70934.79821714602,70934.79821714602,0.0,-0.6203792937201308,-1.311038091265448,2.311038091265448,1.6203792937201307,22,2422,6499,combo_thr_50bps_persist_top40_partial_75_cost_10bps,combo,0.005,40.0,daily,0.75,10.0,4607,2423,True,False,True,False,0.48223948970623554,True,False
sp500_dynamic,combo_thr_50bps_persist_top40_cost_10bps,next_day_weight_lag,adj_close_fast,2008-01-02,2026-04-24,0.1806205739093949,1.1474088690799937,-0.33778233975697836,0.1574160517464177,0.058043193363748184,1.6174324000221936,150.56404358556279,40549.87458516728,40549.87458516728,0.0,-0.13298748830605334,-0.4221292113054833,1.4221292113054833,1.1329874883060531,21,2594,7468,combo_thr_50bps_persist_top40_cost_10bps,combo,0.005,40.0,daily,1.0,10.0,4607,2595,True,True,True,True,0.34742847267186194,True,True
