seed,sharpe,cagr,max_dd
0,1.2759017768908014,0.19005799154371927,-0.22406423842411682
1,1.2742583138486852,0.1870294007010056,-0.21173747083513839
2,1.1809507640473391,0.17045017873966728,-0.21018371456148255
3,1.0886716192388062,0.1774421074170187,-0.30130930952510016
4,1.0566472718455044,0.16888340192940432,-0.31293106660638237
5,1.2946285921361307,0.1941136797311167,-0.22366084349778137
6,1.2204387947190263,0.1881139384114281,-0.26357657927270217
7,1.3481158155785669,0.19170642305303076,-0.2267019917617752
8,1.225684231137763,0.18926305040192792,-0.2504833368153393
9,1.1878249014522604,0.17984279055722596,-0.22896005194239288
10,1.1433923068993712,0.18488842617984935,-0.302453453334817
11,1.5682844549636668,0.22658025804407167,-0.20937654637954917
12,1.042889224188033,0.15430617590639795,-0.25006328135069233
13,1.237720675845587,0.1883243682393161,-0.2432966924233887
14,1.1315556226511227,0.1817077105025997,-0.3100221017872449
15,1.2321653695858434,0.19664772954462917,-0.2921520616814114
16,1.1767009378041702,0.1708581529603319,-0.2338965667888936
17,1.2188565201376784,0.18707800857797197,-0.2586669182466904
18,1.305765662019637,0.2085820705042405,-0.2838946806380871
19,1.2568039873684538,0.19148682266032813,-0.23391229484111853
20,1.1950033800096767,0.1946170351253187,-0.3135996084451417
21,1.0888257845554554,0.17594457572510058,-0.3098151545819088
22,1.2808269556042897,0.20328983375393128,-0.2975228868155756
23,1.3804240490968052,0.212101259576146,-0.26052493684560907
24,1.390091176180583,0.2010974633057625,-0.23858222020471753
25,1.4986183652043132,0.22554576567985207,-0.2229267453253716
26,1.1977162663294545,0.18204662996462462,-0.2639141084082537
27,1.1547142792885166,0.18110709315383078,-0.29367362825623755
28,1.1806135623131244,0.17879557292732273,-0.2908538188516395
29,1.137817841520839,0.1762699688957352,-0.2635507881226028
30,1.0749168280613002,0.1743591596033185,-0.29652350288049156
31,1.3449181819387048,0.1935024436980599,-0.24628586643888983
32,1.1994674187606538,0.18894438248265688,-0.29306051938403577
33,1.1992327845094684,0.1805699149476807,-0.2465115002108138
34,1.2111119878795344,0.18149644693669442,-0.23501147817162338
35,1.1894031513190935,0.18692622011057458,-0.2381025762010499
36,1.1355794106041641,0.1843528974984019,-0.29360816596785033
37,1.1585499718765397,0.17832169213499638,-0.2671692634845225
38,1.1738807633025257,0.17973769161165354,-0.2930832460526257
39,1.2221885822998309,0.19270865087317413,-0.2940306997307722
40,1.31974267037042,0.2013878591849727,-0.2413841950096246
41,1.2608960162252258,0.20051122315064984,-0.26613244091597155
42,1.3020931167517307,0.19789942230607127,-0.22208362007823534
43,1.2128792645833377,0.19231398136832745,-0.28155122751648254
44,1.1320952413753915,0.1748868704683808,-0.2955125167088273
45,1.305027952720109,0.20014688736827813,-0.2271979725885419
46,1.2129492990867425,0.19519611038745843,-0.2930241372718321
47,1.3386288088754987,0.19171307379691704,-0.221524250421834
48,0.9774305075789821,0.151441641600506,-0.2867687238839327
49,1.117822734630296,0.17462052597442868,-0.29444530560817184
