date,spy_ret_5d,spy_ret_21d,vix_5d_change,vix_percentile_jump_10d,realized_vol_21d_percentile_jump,trend_break,spy_drawdown,vix_level,spy_drawdown_speed_5d,spy_drawdown_speed_21d,vix_shock_5d,vix_percentile_jump,realized_vol_jump,trigger_count,crash_onset
2006-02-08,-0.013786139783322882,-0.0166965172228285,0.0380259126281528,,,False,-0.029619026013866456,13.59000015258789,False,False,False,False,False,0,False
2006-02-09,-0.00386121156494601,-0.01931713614642039,-0.00831441122322607,,,False,-0.020802900033998206,12.829999923706055,False,False,False,False,False,0,False
2006-02-10,0.0029302364647376677,-0.020648207100328553,-0.006944456197760851,,,False,-0.02242670447401962,13.119999885559082,False,False,False,False,False,0,False
2006-02-13,-0.0015010840579060547,-0.01855544003003895,0.023773038383709144,,,False,-0.020648207100328553,12.869999885559082,False,False,False,False,False,0,False
2006-02-14,0.018090514661112778,-0.00722736318283701,-0.09860192329230544,,,False,-0.02242670447401962,13.350000381469727,False,False,False,False,False,0,False
2006-02-15,0.012478444131714284,-0.0010129668391098967,-0.04052996938281739,,,False,-0.012064334777105445,12.25,False,False,False,False,False,0,False
2006-02-16,0.02175460584384692,0.010483510806950758,-0.1250000272582219,,,False,-0.008584043728135704,12.3100004196167,False,False,False,False,False,0,False
2006-02-17,0.01713468426795095,0.003896168281303458,-0.06682204074004827,,,False,-0.001159982746381516,11.479999542236328,False,False,False,False,False,0,False
2006-02-21,0.016454251557607602,0.020004676740132732,-0.07041202301105332,,,False,-0.0038673233417410025,12.010000228881836,False,False,False,False,False,0,False
2006-02-22,0.011898236106037574,0.022543593696005892,-0.030204072290537343,,,False,-0.006341467553435676,12.40999984741211,False,False,False,False,False,0,False
2006-02-23,0.0068644712760488336,0.01999233223121566,-0.03574334029724735,,,False,-0.0003096429747082574,11.880000114440918,False,False,False,False,False,0,False
2006-02-24,0.0019352637750367219,0.021711763341980772,-0.001742117150421052,,,False,-0.001778497373691068,11.869999885559082,False,False,False,False,False,0,False
2006-02-27,0.00504682378755783,0.016488930516703526,-0.03497086330472521,,,False,0.0,11.460000038146973,False,False,False,False,False,0,False
