date,spy_ret_5d,spy_ret_21d,vix_5d_change,vix_percentile_jump_10d,realized_vol_21d_percentile_jump,trend_break,spy_drawdown,vix_level,spy_drawdown_speed_5d,spy_drawdown_speed_21d,vix_shock_5d,vix_percentile_jump,realized_vol_jump,trigger_count,crash_onset
2007-09-25,-0.0023078571760236644,0.02547093448015514,-0.08599508438307024,-0.134920634920635,-0.031746031746031744,False,-0.017156808334543583,19.3700008392334,False,False,False,False,False,0,False
2007-09-26,-0.0029220553041503505,0.04057115257669386,-0.1198203416677387,-0.13888888888888884,-0.0357142857142857,False,-0.01910062214986008,18.600000381469727,False,False,False,False,False,0,False
2007-09-27,0.01008883904331448,0.07024969283874061,-0.16870418749283,-0.1507936507936508,-0.08333333333333337,False,-0.013917141839325797,17.6299991607666,False,False,False,False,False,0,False
2007-09-28,0.004013929524206539,0.04615683374467183,-0.052631578947368474,-0.13492063492063489,-0.09920634920634919,False,-0.008085491620591134,17.0,False,False,False,False,False,0,False
2007-10-01,0.017206216941247687,0.060772691286622216,-0.07898815799463121,-0.17261904761904756,-0.09126984126984128,False,-0.01138980808840051,18.0,False,False,False,False,False,0,False
2007-10-02,0.017834983621042078,0.04899366747868972,-0.005914011187932555,-0.03968253968253965,-0.15873015873015883,False,-0.0002457951595195018,17.84000015258789,False,False,False,False,False,0,False
2007-10-03,0.010447360085997559,0.036420137810622144,0.0663641595002249,-0.023809523809523836,-0.16666666666666674,False,-0.0016062978120124916,18.489999771118164,False,False,False,False,False,0,False
2007-10-04,0.006074647053429638,0.04709824861114287,0.08470591376809522,-0.04761904761904756,-0.20238095238095244,False,-0.003615179145491587,18.799999237060547,False,False,False,False,False,0,False
2007-10-05,0.021431124169111193,0.05710744306193627,-0.0605555640326606,-0.07936507936507942,-0.17460317460317454,False,-0.0020599610750100528,18.440000534057617,False,False,False,False,False,0,False
2007-10-08,0.004666383640384852,0.06630702962628265,-0.021300508120237427,-0.06349206349206349,-0.22619047619047616,False,0.0,16.90999984741211,False,False,False,False,False,0,False
2007-10-09,0.015510636068862826,0.07841690513659039,-0.12817733700498812,-0.09920634920634919,-0.19047619047619058,False,-0.005325602089304882,17.459999084472656,False,False,False,False,False,0,False
2007-10-10,0.015867308667429247,0.06421536114551007,-0.11329783229819079,-0.06150793650793651,-0.20238095238095233,False,0.0,16.1200008392334,False,False,False,False,False,0,False
2007-10-11,0.00941472604631155,0.05638404220428783,0.023861096202049126,0.03968253968253965,-0.11111111111111116,False,-0.0016615952137711831,16.670000076293945,False,False,False,False,False,0,False
2007-10-12,0.003079637933211199,0.05480887948778945,0.04849199894875866,-0.023809523809523836,-0.07142857142857151,False,-0.006454468255212453,18.8799991607666,False,False,False,False,False,0,False
2007-10-15,-6.457336715814943e-05,0.045972827959086304,0.10252010363042974,0.0357142857142857,-0.05555555555555558,False,-0.0009590825314782503,17.729999542236328,False,False,False,False,False,0,False
2007-10-16,-0.017255111697800474,0.04327825285682585,0.24193544761104002,0.02777777777777779,-0.031746031746031744,False,-0.009394451227430656,19.25,False,False,False,False,False,0,False
2007-10-17,-0.012610584971086802,0.016540409903181175,0.11217761431763207,-0.02777777777777768,-0.18253968253968256,False,-0.017255111697800474,20.020000457763672,False,False,False,False,False,0,False
2007-10-18,-0.01144945774452899,0.006905383981541391,-0.020127075087813306,-0.011904761904761973,-0.15873015873015872,False,-0.014251226497227099,18.540000915527344,False,False,False,False,False,0,False
2007-10-19,-0.042601870580733614,-0.0124763856749186,0.2949802412446456,0.13888888888888895,-0.06349206349206349,False,-0.017830025838189933,18.5,False,False,False,False,False,0,False
2007-10-22,-0.028836780482728197,-0.009409984022448747,0.12415581244926943,0.09920634920634919,0.007936507936507908,False,-0.04352009440232951,22.959999084472656,False,False,False,False,False,0,False
2007-10-23,-0.013135173567895508,0.0004618657691899397,0.019480488548000885,0.11904761904761907,0.00793650793650802,False,-0.03796032598235777,21.639999389648438,False,False,False,False,False,0,False
2007-10-24,-0.01795807737128363,0.000594527832451508,0.12189850107506972,0.11309523809523803,0.023809523809523836,False,-0.03016363637861197,20.40999984741211,False,False,False,False,False,0,False
2007-10-25,-0.012036803312851618,-0.002299201168916465,0.14432432844832133,0.031746031746031744,-0.003968253968253954,False,-0.03195337924043795,20.799999237060547,False,False,False,False,False,0,False
2007-10-26,0.026391089768972975,0.0034616753509646436,-0.14808361298366157,0.0357142857142857,0.0357142857142857,False,-0.02965221263696427,21.170000076293945,False,False,False,False,False,0,False
2007-10-29,0.02384774690617908,0.010158650335656993,-0.08179291129101063,-0.015873015873015928,0.007936507936507908,False,-0.01827754735148257,19.559999465942383,False,False,False,False,False,0,False
2007-10-30,0.008565802721280047,-0.008036317576092245,0.032337082427553066,0.011904761904761862,-0.03968253968253965,False,-0.015017847322681965,19.8700008392334,False,False,False,False,False,0,False
2007-10-31,0.02092706975006875,0.003634239092211944,-0.10913454969606218,-0.03571428571428581,0.16666666666666674,False,-0.0218562094159076,21.06999969482422,False,False,False,False,False,0,False
2007-11-01,-0.005334818783875761,-0.017882291478962475,0.09636273031775233,0.10317460317460325,0.261904761904762,False,-0.011695000086484164,18.530000686645508,False,False,False,False,True,1,False
2007-11-02,-0.015753440364727478,-0.018309720275077823,0.17638041191905707,-0.003968253968253954,0.14682539682539686,False,-0.03482884223988092,23.209999084472656,False,False,False,False,False,0,False
2007-11-05,-0.026471159035660108,-0.037214985150035074,0.2234523623140563,0.04761904761904756,0.11507936507936511,False,-0.033743053463994976,23.010000228881836,False,False,False,False,False,0,False
2007-11-06,-0.006467539222267282,-0.019029466448696963,0.015187456073045169,0.007936507936507908,0.12301587301587302,False,-0.04109146653349016,24.309999465942383,False,False,False,False,False,0,False
2007-11-07,-0.04358205915987401,-0.05476736706071439,0.42957359900204395,0.11904761904761907,0.2142857142857142,False,-0.02818239274652734,21.389999389648438,False,False,True,False,False,1,False
2007-11-08,-0.025623989009583847,-0.057995146622973115,0.1271004256485726,0.09126984126984128,0.2222222222222222,True,-0.05476736706071439,26.489999771118164,False,False,False,False,False,1,False
2007-11-09,-0.040078707017035975,-0.06644377349898056,0.23859190423767096,0.17460317460317465,0.20238095238095244,True,-0.059560377378693574,26.15999984741211,False,False,False,False,False,1,False
2007-11-12,-0.042319063825005054,-0.08078997969036272,0.27889760738761415,0.18253968253968256,0.19444444444444453,True,-0.07246938252738733,28.5,False,True,False,False,False,2,True
2007-11-13,-0.026238441692324366,-0.044706918104250204,0.12669476714117045,0.04365079365079372,0.3134920634920635,False,-0.08167157796360136,31.09000015258789,False,False,False,False,True,1,False
2007-11-14,-0.001622659548148886,-0.03973161965505734,-0.020762523284738044,0.17460317460317465,0.26190476190476186,False,-0.053681372370021796,24.100000381469727,False,False,False,False,True,1,False
2007-11-15,-0.011008737873218544,-0.05646692714077861,0.07262995526042526,0.0793650793650793,0.17460317460317454,True,-0.05630115781777523,25.940000534057617,False,False,False,False,False,1,False
2007-11-16,0.0044779534497676465,-0.05140242431459563,-0.10561404311866096,0.0357142857142857,0.18253968253968245,True,-0.06991343066972011,28.059999465942383,False,False,False,False,False,1,False
2007-11-19,0.0004174375121830387,-0.039486599361238106,-0.1633965872876717,0.011904761904761973,0.15476190476190477,True,-0.06831594359911075,25.489999771118164,False,False,False,False,False,1,False
2007-11-20,-0.02323051044818103,-0.03919226220335592,0.03236509406433896,0.04761904761904767,0.13888888888888884,True,-0.0812882332317395,26.010000228881836,False,False,False,False,False,1,False
2007-11-21,-0.04056390658347053,-0.06642113611396838,0.03469543562069832,-0.007936507936507908,0.059523809523809534,True,-0.0756648371364883,24.8799991607666,False,False,False,False,False,1,False
2007-11-23,-0.009687574397327259,-0.048520735735609,-0.0873128618040242,-0.02777777777777779,0.1071428571428572,True,-0.09458126949498435,26.84000015258789,False,False,False,False,False,1,False
2007-11-26,-0.03319785693468347,-0.07172031088357778,0.1341702670460212,-0.003968253968254065,0.11111111111111105,True,-0.07892371350606198,25.610000610351562,False,False,False,False,False,1,False
2007-11-27,-0.008278175753107964,-0.0719306593849447,0.010380640345549086,-0.06746031746031744,0.115079365079365,True,-0.09924585761183302,28.90999984741211,False,False,False,False,False,1,False
2007-11-28,0.01721497841982944,-0.04541664009934265,-0.030948495835532608,-0.0357142857142857,0.05555555555555558,True,-0.08889349070349561,26.280000686645508,False,False,False,False,False,1,False
2007-11-29,0.03882030131531211,-0.038416061632314924,-0.10692998595071446,-0.08730158730158732,0.05555555555555558,True,-0.059752427255103435,24.110000610351562,False,False,False,False,False,1,False
2007-11-30,0.031429848482206424,-0.03873240072434081,-0.1069894457562276,-0.16666666666666663,0.04761904761904767,False,-0.059432641560252186,23.969999313354492,False,False,False,False,False,0,False
2007-12-03,0.04774732637741108,-0.022180950163514956,-0.18332754289291286,-0.09126984126984128,0.039682539682539764,False,-0.04997442538100416,22.8700008392334,False,False,False,False,False,0,False
2007-12-04,0.026583786040577984,-0.032009888101779294,-0.09474884726253019,-0.09126984126984128,0.07936507936507942,True,-0.056237255589420165,23.610000610351562,False,False,False,False,False,1,False
2007-12-05,0.011418911623830574,-0.008263933949227864,-0.06553296904636685,-0.11111111111111116,0.07936507936507942,False,-0.06467283020017944,23.790000915527344,False,False,False,False,False,0,False
2007-12-06,0.025547078247860844,-0.007430922074657564,-0.12557364685466899,-0.21031746031746035,0.07142857142857151,False,-0.04901582331740839,22.530000686645508,False,False,False,False,False,0,False
2007-12-07,0.015134764361773856,0.0202821551236676,-0.0883253337839135,-0.17460317460317454,0.007936507936507908,False,-0.03540389365680807,20.959999084472656,False,False,False,False,False,0,False
2007-12-10,0.029794170156898225,0.03343303368731454,-0.12155869398728758,-0.2480158730158729,-0.015873015873015817,False,-0.035596012171487,20.850000381469727,False,False,False,False,False,0,False
2007-12-11,0.010590372502046419,0.019085100947835443,-0.008406925399019882,-0.10317460317460314,0.003968253968253954,False,-0.028118627794710083,20.739999771118164,False,False,False,False,False,0,False
2007-12-12,0.003762608973184811,0.039456402930867274,-0.00266317671825822,-0.08333333333333337,-0.023809523809523836,False,-0.05476736706071439,23.59000015258789,False,False,False,False,False,0,False
2007-12-13,-0.012455626169118106,0.006618098836436381,0.07633589939681906,-0.06746031746031744,-0.06746031746031744,False,-0.04543764172086573,22.469999313354492,False,False,False,False,False,0,False
2007-12-14,-0.02478248327874344,-0.0033858047855994666,0.1160671478186015,0.007936507936507908,-0.039682539682539764,False,-0.04741854216160579,22.559999465942383,False,False,False,False,False,0,False
2007-12-17,-0.046094104665514224,-0.003228945473373268,0.18225654427968752,0.031746031746031744,-0.039682539682539764,False,-0.0594963378738006,23.270000457763672,False,False,False,False,False,0,False
2007-12-18,-0.013724420474323984,0.0006180275748299824,-0.040271333480056626,-0.06349206349206349,-0.031746031746031744,False,-0.07291662948760436,24.520000457763672,False,False,False,False,False,0,False
2007-12-19,-0.023364105285448633,0.0147468406964808,-0.035157945363585075,-0.02777777777777779,-0.07539682539682546,False,-0.06774013716122551,22.639999389648438,False,False,False,False,False,0,False
2007-12-20,-0.015161383413008211,0.014933806280515327,-0.08776593923352827,-0.05555555555555558,-0.07539682539682546,False,-0.06774013716122551,21.68000030517578,False,False,False,False,False,0,False
2007-12-21,0.011864631410646975,0.051074336497193285,-0.20627421787642186,-0.13492063492063489,-0.09523809523809523,False,-0.06186099487601593,20.579999923706055,False,False,False,False,False,0,False
2007-12-24,0.03413517635561347,0.040879608909031084,-0.24143556141001288,-0.10317460317460325,-0.11507936507936511,False,-0.04833760858230951,18.469999313354492,False,False,False,False,False,0,False
2007-12-26,0.03059795024626677,0.06664522373572423,-0.17579503752354697,-0.19047619047619058,-0.1865079365079365,False,-0.04127047513880722,18.600000381469727,False,False,False,False,False,0,False
2007-12-27,0.01764262785670412,0.041269453114882726,-0.06549815757866673,-0.09523809523809523,-0.17460317460317454,False,-0.039214896261493104,18.65999984741211,False,False,False,False,False,0,False
2007-12-28,0.00873149885596658,0.006469351482937258,0.0077745310012273805,-0.07539682539682535,-0.24603174603174605,False,-0.05129262333541906,20.260000228881836,False,False,False,False,False,0,False
2007-12-31,-0.012961583913906338,-0.0013183733785780971,0.21819170744265648,-0.05555555555555558,-0.26984126984126977,False,-0.05366963522603818,20.739999771118164,False,False,False,False,False,0,False
2008-01-02,-0.028814584799944587,-0.01991677219817456,0.24569890328481314,-0.06349206349206349,-0.26984126984126977,False,-0.06067266052637865,22.5,False,False,False,False,False,0,False
2008-01-03,-0.03136084550399154,-0.013889797992756803,0.20525187325964667,-0.023809523809523836,-0.28968253968253976,True,-0.06889586833313066,23.170000076293945,False,False,False,False,False,1,False
2008-01-04,-0.043069075520536626,-0.029379818821661963,0.18163870995073927,0.08333333333333337,-0.1507936507936508,True,-0.06934592946237295,22.489999771118164,False,False,False,False,False,1,False
2008-01-07,-0.04148003236622455,-0.04617072202164496,0.14705888033116143,0.13293650793650802,-0.22619047619047616,True,-0.09215257298787605,23.940000534057617,False,False,False,False,False,1,False
2008-01-08,-0.0499281558801109,-0.0748164420555757,0.13022223578559022,0.2936507936507936,-0.21031746031746035,True,-0.09292344938600328,23.790000915527344,False,False,False,True,False,2,True
2008-01-09,-0.03146362515931178,-0.0649061683015636,0.04100132757062158,0.22023809523809523,-0.15873015873015872,True,-0.10757154235406752,25.43000030517578,False,False,False,False,False,1,False
2008-01-10,-0.02464469258465074,-0.06601935891941701,0.04268568259632133,0.1626984126984128,-0.1071428571428571,True,-0.09819177971618354,24.1200008392334,False,False,False,False,False,1,False
2008-01-11,-0.008209019601409295,-0.047435670001326646,-0.010860493863062093,0.13492063492063489,-0.21825396825396826,True,-0.09228161293342663,23.450000762939453,False,False,False,False,False,1,False
2008-01-14,0.0006370637467822959,-0.04914078338868255,-0.03741072983381777,0.059523809523809534,-0.10317460317460314,True,-0.09960511031130748,23.68000030517578,False,False,False,False,False,1,False
2008-01-15,-0.005327064304715856,-0.0681380300231621,-0.08218639903683023,0.02777777777777779,-0.05555555555555558,True,-0.09234558380005065,22.899999618530273,False,False,False,False,False,1,False
2008-01-16,-0.024150662443069293,-0.06430034267184792,0.010779366189336503,0.05555555555555558,-0.06746031746031744,True,-0.11232556613530575,23.34000015258789,False,False,False,False,False,1,False
2008-01-17,-0.055629445243582265,-0.07535552462463346,0.2136459769097765,0.2222222222222222,0.06349206349206349,True,-0.11997104563264305,24.3799991607666,True,False,False,False,False,2,True
2008-01-18,-0.05772393781599783,-0.08993126821637443,0.14780405214923076,0.11507936507936511,-0.0793650793650793,True,-0.1427774832433394,28.459999084472656,True,True,False,False,False,3,True
2008-01-22,-0.07474521007185786,-0.09916576947636757,0.35414850416805654,0.16468253968253965,0.007936507936507908,True,-0.1515794489335398,27.18000030517578,True,True,True,False,False,4,True
2008-01-23,-0.031193461879340134,-0.08330770754274752,0.2433590517584463,0.07539682539682535,0.12698412698412698,True,-0.1601884038115654,31.010000228881836,False,True,False,False,False,2,True
2008-01-24,-0.014527279616399547,-0.08870568439212845,0.13945863998840258,0.10317460317460325,0.08333333333333337,True,-0.14001520474932894,29.020000457763672,False,True,False,False,False,2,True
2008-01-25,-0.0029234554473108743,-0.10849051504464857,0.021784991538234433,0.1785714285714285,0.06746031746031744,True,-0.13275547232326534,27.780000686645508,False,True,False,False,False,2,True
2008-01-28,0.024080090279304134,-0.09568685947546773,0.022075068974722223,0.1329365079365079,0.23412698412698407,True,-0.1452835350795092,29.079999923706055,False,True,False,False,False,2,True
2008-01-29,0.03970315135044222,-0.07963742606539514,-0.11899388928803856,0.17063492063492058,0.23809523809523803,True,-0.1311494054690423,27.780000686645508,False,False,False,False,False,1,False
2008-01-30,0.007843976390571994,-0.08411425021969632,-0.04824257741028859,0.1507936507936508,0.19444444444444442,True,-0.1268452369022396,27.31999969482422,False,True,False,False,False,2,True
2008-01-31,0.017630708349821944,-0.06046100658931586,-0.056875445811835346,0.02777777777777768,0.25396825396825395,True,-0.13326950431913176,27.6200008392334,False,False,False,False,True,2,True
2008-02-01,0.04915833211336196,-0.0369144865027361,-0.17400273312303083,-0.1785714285714285,0.1706349206349207,True,-0.1174653369878178,26.200000762939453,False,False,False,False,False,1,False
2008-02-04,0.019077294055906968,-0.04859824843190652,-0.06443487657607727,-0.07936507936507942,0.23412698412698407,True,-0.10326709923418909,24.020000457763672,False,False,False,False,False,1,False
2008-02-05,-0.01309665896214851,-0.05081038145324224,0.03367496656554647,-0.03968253968253965,0.2420634920634921,True,-0.11457408718652562,25.989999771118164,False,False,False,False,False,1,False
2008-02-06,-0.013786960866634779,-0.057652944862923494,0.04887756817890687,-0.007936507936507908,0.14682539682539686,True,-0.13828064705570653,28.239999771118164,False,False,False,False,False,1,False
2008-02-07,-0.025041756871568066,-0.0358505074793638,0.05572515427319602,-0.023809523809523836,0.13095238095238093,True,-0.1452190837450028,28.969999313354492,False,False,False,False,False,1,False
2008-02-08,-0.046639932887447166,-0.05200538293266932,0.16611156099410174,-0.0357142857142857,0.12301587301587302,True,-0.13956555544970006,27.65999984741211,False,False,False,False,False,1,False
2008-02-11,-0.029531188916616102,-0.05336473827813759,0.061946926684497416,-0.029761904761904767,0.051587301587301626,True,-0.1450906615438724,28.010000228881836,False,False,False,False,False,1,False
2008-02-12,0.006411803000086813,-0.03681758125417556,-0.06763455605143165,-0.0535714285714286,0.0714285714285714,True,-0.14072176708948758,27.600000381469727,False,False,False,False,False,1,False
2008-02-13,0.024952992817392383,-0.03475348912338472,-0.14118054019775195,-0.1329365079365079,0.07539682539682546,True,-0.13275547232326534,26.329999923706055,False,False,False,False,False,1,False
2008-02-14,0.009258615915735069,-0.02171241677843805,-0.07664493649963322,-0.04761904761904756,-0.02777777777777779,True,-0.12388974168124778,24.8799991607666,False,False,False,False,False,1,False
2008-02-15,0.015555964306563252,-0.013432145269988371,-0.10674758110266269,0.015873015873015817,-0.07936507936507942,True,-0.13159912340694013,25.540000915527344,False,False,False,False,False,1,False
2008-02-19,0.013233231125515665,0.0156630785456755,-0.07282609424278574,-0.0357142857142857,-0.19047619047619047,True,-0.13179172238950132,25.020000457763672,False,False,False,False,False,1,False
2008-02-20,0.006888880094974237,0.02922880656685023,-0.07330042957721838,-0.1785714285714286,-0.2222222222222222,False,-0.12935073963225807,25.59000015258789,False,False,False,False,False,0,False
2008-02-21,-0.011586107545138447,0.03113550059883985,0.009646370038679741,-0.15873015873015872,-0.25396825396825395,False,-0.12678112875907777,24.399999618530273,False,False,False,False,False,0,False
2008-02-22,0.003328842025990264,0.01314773323696139,-0.05794837104665784,-0.1865079365079365,-0.31746031746031744,False,-0.13404044935552784,25.1200008392334,False,False,False,False,False,0,False
2008-02-25,0.01620541826056221,0.0173347051840127,-0.07953636030013223,-0.27380952380952384,-0.23015873015873012,False,-0.1287083540735302,24.059999465942383,False,False,False,False,False,0,False
2008-02-26,0.020956428754102197,0.03998810839000155,-0.14419697194431047,-0.3134920634920635,-0.30952380952380953,False,-0.11772204411354092,23.030000686645508,False,False,False,False,False,0,False
2008-02-27,0.016922206114569294,0.022034935065643024,-0.07008193078716363,-0.24801587301587302,-0.3928571428571428,False,-0.11110504043754976,21.899999618530273,False,False,False,False,False,0,False
