date,variant,is_control_date,gross_before,gross_after,beta_before,beta_after,scale,spy_overlay,projection_reason,gross_violation_before,gross_violation_after,beta_violation_before,beta_violation_after,gate_violation_after
2024-06-03,b2_every_2_no_projection,True,1.260082648316638,1.260082648316638,1.1856207309556832,1.1856207309556832,1.0,0.0,none,False,False,True,True,True
2024-07-29,b2_every_2_no_projection,True,1.2960983260128753,1.2960983260128753,1.2414660253086462,1.2414660253086462,1.0,0.0,none,False,False,True,True,True
2024-09-23,b2_every_2_no_projection,True,0.991881352090949,0.991881352090949,1.3579266502970508,1.3579266502970508,1.0,0.0,none,False,False,True,True,True
2024-11-18,b2_every_2_no_projection,True,1.2898466597332423,1.2898466597332423,1.3116850485382656,1.3116850485382656,1.0,0.0,none,False,False,True,True,True
2025-01-13,b2_every_2_no_projection,True,1.3219667927254475,1.3219667927254475,1.0070193729890489,1.0070193729890489,1.0,0.0,none,False,False,True,True,True
2025-03-10,b2_every_2_no_projection,True,1.3462034939365302,1.3462034939365302,0.8764863554110717,0.8764863554110717,1.0,0.0,none,False,False,True,True,True
2025-06-30,b2_every_2_no_projection,True,0.8437349876814472,0.8437349876814472,0.9227847526055403,0.9227847526055403,1.0,0.0,none,False,False,True,True,True
2025-08-25,b2_every_2_no_projection,True,1.2442119562259526,1.2442119562259526,1.134111448007395,1.134111448007395,1.0,0.0,none,False,False,True,True,True
2025-10-20,b2_every_2_no_projection,True,1.305657368528847,1.305657368528847,0.9451192969798194,0.9451192969798194,1.0,0.0,none,False,False,True,True,True
2025-12-15,b2_every_2_no_projection,True,1.294058676732472,1.294058676732472,1.2325144124026828,1.2325144124026828,1.0,0.0,none,False,False,True,True,True
2026-02-09,b2_every_2_no_projection,True,1.1236879133130178,1.1236879133130178,1.4204642742768954,1.4204642742768954,1.0,0.0,none,False,False,True,True,True
