signal,cagr,sharpe,max_dd,turnover_sum,sharpe_50bps,avg_beta,n_gate_violations,ic_sharpe
simple_mean_rank_14,0.15654412087481062,1.0498409775676987,-0.3394031715242626,90.50156447571078,0.895400771231805,0.7079014287660961,0,1.8559
vol_score_b5,0.16040758734033855,1.0779837699690042,-0.32981298175911145,84.118713548775,0.9339481977946715,,0,1.6682
