universe_path,universe,sleeve,base_vol_weight,base_trend_weight,stress_k,stress_variant,vix_weight,drawdown_weight,cost_bps,cagr,sharpe,max_dd,volatility,turnover_sum,avg_gross,max_gross,n_rebalances,passes_max_gross,passes_full_period_dd,passes_full_period_sharpe
config/universes/sp100.yaml,sp100_sample,a7_2_vix_only_40_60_k_30,0.4,0.6,0.3,vix_only,1.0,0.0,50.0,0.11204031718509322,1.1191351735842618,-0.16501791820523448,0.10011330161866053,194.89061556431307,1.1698297930907369,1.3750000000000002,2604,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_vix_only_40_60_k_40,0.4,0.6,0.4,vix_only,1.0,0.0,10.0,0.15775750415831857,1.5882265579404748,-0.16312177170864672,0.09932934528112278,190.0021756161966,1.1723263875024947,1.3750000000000002,2131,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_vix_only_40_60_k_40,0.4,0.6,0.4,vix_only,1.0,0.0,25.0,0.13984372755747776,1.4061197407051709,-0.16383282664486665,0.09945364075988716,190.0021756161966,1.1723263875024947,1.3750000000000002,2131,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_vix_only_40_60_k_40,0.4,0.6,0.4,vix_only,1.0,0.0,50.0,0.11057783125781628,1.1074445060508171,-0.16501791820523437,0.0998495460979263,190.0021756161966,1.1723263875024947,1.3750000000000002,2131,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_20,0.6,0.4,0.2,drawdown_only,0.0,1.0,10.0,0.18664527940945974,1.4121889709040747,-0.23275988037705886,0.13216735384214945,121.49989407279676,1.1009298350276517,1.2910396263369248,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_20,0.6,0.4,0.2,drawdown_only,0.0,1.0,25.0,0.17487233245360767,1.3223254214025768,-0.23474751506761427,0.13224606411039305,121.49989407279676,1.1009298350276517,1.2910396263369248,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_20,0.6,0.4,0.2,drawdown_only,0.0,1.0,50.0,0.15549624134543838,1.1739249911216807,-0.23805079683421615,0.13245841303443276,121.49989407279676,1.1009298350276517,1.2910396263369248,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_30,0.6,0.4,0.3,drawdown_only,0.0,1.0,10.0,0.19025643973414486,1.5485605831403562,-0.20939373014640106,0.12286018500375369,142.53722522287563,1.1022286371521113,1.336559439505387,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_30,0.6,0.4,0.3,drawdown_only,0.0,1.0,25.0,0.17641567114697798,1.4348058356648912,-0.21212958277524085,0.12295438641370364,142.53722522287563,1.1022286371521113,1.336559439505387,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_30,0.6,0.4,0.3,drawdown_only,0.0,1.0,50.0,0.15369000355977636,1.2474558780224807,-0.2166710288539293,0.12320275712148808,142.53722522287563,1.1022286371521113,1.336559439505387,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,10.0,0.19299355475593716,1.6506944733750673,-0.1921832913527759,0.11691658139579024,161.01628423034748,1.1041784327061848,1.375,4013,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,25.0,0.17733477216063265,1.515377644257515,-0.1953340895452106,0.11702348443151332,161.01628423034748,1.1041784327061848,1.375,4013,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_60_40_k_40,0.6,0.4,0.4,drawdown_only,0.0,1.0,50.0,0.15167675928044666,1.2930421227445916,-0.20056117817760666,0.11730225691217226,161.01628423034748,1.1041784327061848,1.375,4013,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,10.0,0.17716590617099204,1.5352631800912457,-0.19935341699766063,0.11539774318072454,126.49182813404504,1.125675582527107,1.3410396263369246,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,25.0,0.1650085913893169,1.4287827534704463,-0.2014173081113083,0.11548892999199407,126.49182813404504,1.125675582527107,1.3410396263369246,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_20,0.5,0.5,0.2,drawdown_only,0.0,1.0,50.0,0.14500884691121452,1.2527515586486389,-0.20484734575133412,0.11575227818326377,126.49182813404504,1.125675582527107,1.3410396263369246,4093,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,10.0,0.1796263173540551,1.635703694224753,-0.1830821488769785,0.10981592692384887,144.49931979281988,1.1276030002606068,1.375,3947,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,25.0,0.1657202350547755,1.507629567503138,-0.18547162281171792,0.1099210566221736,144.49931979281988,1.1276030002606068,1.375,3947,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_30,0.5,0.5,0.3,drawdown_only,0.0,1.0,50.0,0.1428899687158669,1.2964335849930604,-0.1894407216653894,0.11021773145180574,144.49931979281988,1.1276030002606068,1.375,3947,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,10.0,0.18030467290685115,1.6777121353259659,-0.17733733042436794,0.10747056608243429,157.4470622620463,1.1296649407905204,1.3750000000000002,3741,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,25.0,0.16515224174250087,1.535023963613444,-0.17975219604727855,0.10758935733728402,157.4470622620463,1.1296649407905204,1.3750000000000002,3741,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_50_50_k_40,0.5,0.5,0.4,drawdown_only,0.0,1.0,50.0,0.14031165590111394,1.3001965940316742,-0.18376327148516614,0.10791572331845056,157.4470622620463,1.1296649407905204,1.3750000000000002,3741,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,10.0,0.16629404447463592,1.5995627396731515,-0.17391429449587725,0.10396218938471635,128.35779174131028,1.1509942405638591,1.375,3877,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,25.0,0.1540709053193563,1.480494017798151,-0.17560736392834042,0.1040672258497178,128.35779174131028,1.1509942405638591,1.375,3877,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_20,0.4,0.6,0.2,drawdown_only,0.0,1.0,50.0,0.13396446085268887,1.2833213368367171,-0.1784230032104741,0.10438886739224675,128.35779174131028,1.1509942405638591,1.375,3877,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,10.0,0.16580924127587426,1.6179918134835773,-0.17031229677295068,0.10247841793394663,138.83241451464843,1.1528556536265493,1.3750000000000002,3504,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,25.0,0.15260028285349803,1.4873806677258876,-0.17195331189098617,0.10259665609800775,138.83241451464843,1.1528556536265493,1.3750000000000002,3504,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_30,0.4,0.6,0.3,drawdown_only,0.0,1.0,50.0,0.13089798671575203,1.271522957616917,-0.17468269383691337,0.10294583037736142,138.83241451464843,1.1528556536265493,1.3750000000000002,3504,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,10.0,0.16523765193006223,1.6254545630960524,-0.16726409616560034,0.10165627245545952,147.63473246800447,1.154763450426214,1.3750000000000002,3217,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,25.0,0.15120353991073343,1.4855418855583515,-0.168948316543843,0.1017834242040927,147.63473246800447,1.154763450426214,1.3750000000000002,3217,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_drawdown_only_40_60_k_40,0.4,0.6,0.4,drawdown_only,0.0,1.0,50.0,0.1281684016314113,1.2546903707962567,-0.1717494309033103,0.10215141887960179,147.63473246800447,1.154763450426214,1.3750000000000002,3217,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_20,0.6,0.4,0.2,weighted_50_50,0.5,0.5,10.0,0.18980875276322218,1.4792518589132095,-0.22368596869622392,0.1283140201038332,160.49199788731406,1.1090214740749433,1.2944474119984524,4582,True,True,True
