date,variant,gross_before,gross_after,scale,projection_reason
2009-03-02,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-03,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-04,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-05,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-06,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-09,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-10,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-11,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-12,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-13,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-16,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-17,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-18,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-19,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-20,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-23,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-24,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-25,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-26,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-27,b2_every_2_no_projection,0.9635088842458116,0.9635088842458116,1.0,held
2009-03-30,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,none
2009-03-31,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-01,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-02,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-03,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-06,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-07,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-08,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
2009-04-09,b2_every_2_no_projection,0.8433242983973014,0.8433242983973014,1.0,held
