top_n,rl_cagr,rl_sharpe,rl_max_dd,rl_sharpe_50bps,rl_avg_equity,rl_avg_trend,rl_avg_cash,rl_turnover,b5_cagr,b5_sharpe,b5_max_dd,b5_turnover,beta_violations,max_gross,n_rebalances,rand_median,rand_p75
10,0.18387614914545014,1.2168194003258375,-0.25689082842251176,1.1188103761487243,0.39566967097412187,0.4935463650987641,0.11078396392711409,23.919902302781242,0.21021233323968036,1.190740965178007,-0.33933156643240925,33.84123772894162,0,1.5000000000000002,120,1.1316207028934318,1.194476480306666
15,0.17432335272248878,1.1990150120955836,-0.2748202941518536,1.0949164209814068,0.3947206696988022,0.49359437498293285,0.11168495531826494,24.608571794190677,0.19841408304562624,1.1583620154672634,-0.36580375582145486,33.714354972724784,0,1.5,120,1.1264042825547673,1.1955342200560157
20,0.17721101639449022,1.2773616151018345,-0.24535816822226486,1.1651149797266263,0.3956020000790737,0.49156140736369996,0.11283659255722633,25.249333962620568,0.20689367461730668,1.2700663337917146,-0.3298129817591118,33.5735611423837,0,1.5000000000000004,120,1.2230615129283946,1.2746691796092142
30,0.16188391000163227,1.2094005009486535,-0.2414293603047747,1.0926954995916143,0.39588253826586833,0.49133878270985637,0.11277867902427534,25.645426354787325,0.19599387567725834,1.2419654179908064,-0.32669416980458976,32.92507116263125,0,1.5000000000000004,120,1.1735548277012489,1.2040263859422562
