universe,sleeve,sleeve_type,cagr,sharpe,max_dd,volatility,turnover_sum,n_rebalances,target_beta,avg_realized_beta,vol_sleeve,defensive_sleeve,vol_weight,defensive_weight
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_6_50_50,blend,0.18407414947262657,0.6191039896290965,-0.6436155424963212,0.2973234748219033,166.70570691784968,239,,1.3771291197640922,vol_top_10,defensive_stability_top_50_beta_0_6,0.5,0.5
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_6_70_30,blend,0.21957645272593762,0.5933004118029988,-0.7012372864932146,0.37009320802367224,158.3434241507097,239,,1.6876263997460061,vol_top_10,defensive_stability_top_50_beta_0_6,0.7,0.3
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_6_40_60,blend,0.16375664686593994,0.6223783079272753,-0.614338753795437,0.2631143225593827,170.8939508515488,239,,1.2218804797731355,vol_top_10,defensive_stability_top_50_beta_0_6,0.4,0.6
sp500_dynamic,blend_vol_top_10_defensive_stability_top_30_beta_0_8_60_40,blend,0.2154106470566448,0.6248394144052903,-0.6542071943791652,0.34474561317753677,157.6427697480672,239,,1.6120233811303368,vol_top_10,defensive_stability_top_30_beta_0_8,0.6,0.4
sp500_dynamic,blend_vol_top_10_defensive_stability_top_30_beta_0_8_50_50,blend,0.20040216628285257,0.6431177746965292,-0.6175113601241862,0.31161036775482875,160.62698847561882,239,,1.476686146483202,vol_top_10,defensive_stability_top_30_beta_0_8,0.5,0.5
sp500_dynamic,blend_vol_top_10_defensive_stability_top_30_beta_0_8_70_30,blend,0.22880495831273118,0.6038948733829276,-0.6890510232051976,0.37888210083818147,154.68207731105022,239,,1.7473606157774717,vol_top_10,defensive_stability_top_30_beta_0_8,0.7,0.3
sp500_dynamic,blend_vol_top_10_defensive_stability_top_30_beta_0_8_40_60,blend,0.1838354839058567,0.6569495061468926,-0.5834411612723347,0.27983198432415207,163.7019929707621,239,,1.3413489118360666,vol_top_10,defensive_stability_top_30_beta_0_8,0.4,0.6
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_8_60_40,blend,0.2109782486667644,0.6102904171664765,-0.6675702193480453,0.3457013951592382,148.7912410126565,239,,1.612023391831326,vol_top_10,defensive_stability_top_50_beta_0_8,0.6,0.4
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_8_50_50,blend,0.1949837495196418,0.6233696433752192,-0.6357969012432221,0.3127899338567519,149.5649035964632,239,,1.4766861598594387,vol_top_10,defensive_stability_top_50_beta_0_8,0.5,0.5
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_8_70_30,blend,0.22541087619681033,0.5938044752848952,-0.698158160547117,0.37960454253677156,148.04343075949225,239,,1.7473606238032138,vol_top_10,defensive_stability_top_50_beta_0_8,0.7,0.3
sp500_dynamic,blend_vol_top_10_defensive_stability_top_50_beta_0_8_40_60,blend,0.17748737995736397,0.6311372424164599,-0.6030679232657236,0.28121835954064617,150.42175936214775,239,,1.3413489278875506,vol_top_10,defensive_stability_top_50_beta_0_8,0.4,0.6
