universe,validation_end,reference_cagr,reference_sharpe,reference_max_dd,reference_max_gross,lagged_reference_cagr,lagged_reference_sharpe,lagged_reference_max_dd,sim_cagr,sim_sharpe,sim_max_dd,sim_max_target_gross,equal_weight_sharpe,sharpe_drift_pct,sharpe_drift_vs_lagged_pct,avg_turnover_per_rebalance,peak_turnover_per_rebalance,total_cost,n_rebalances,n_trades,min_selected,passes_sharpe_drift,passes_lagged_sharpe_drift,passes_max_dd,passes_max_gross,passes_equal_weight,passes_selection_depth,passes_b1_gate,passes_reconciled_b1_gate
sp100_sample,2026-04-29,0.1822004404333375,1.7392971450392654,-0.17004049951091005,1.375,0.1477686895406196,1.3939806087846849,-0.20320794383972018,0.14541025733178592,1.3806074353615283,-0.18696935511646695,1.375,0.8642342332667191,-0.20622681449272395,-0.009593514672213255,0.046298588603982456,1.525900006853834,44143.400806299804,4609,104707,21,False,True,True,True,True,True,False,True
sp500_dynamic,2026-04-24,0.23533915310898257,1.538924905720007,-0.26357163804361494,1.375,0.17654772723922996,1.1474345895492708,-0.29441751665315274,0.1756383534019048,1.1155679416688589,-0.26981282187761335,1.375,0.618547141637299,-0.27509916986694993,-0.027772082322295666,0.052401590065953865,1.6782734063526668,61310.30770895426,4606,105366,21,False,True,True,True,True,True,False,True
