sleeve,universe,blend_vol_top_10_defensive_stability_top_30_beta_0_6_40_60,blend_vol_top_10_defensive_stability_top_30_beta_0_6_50_50,blend_vol_top_10_defensive_stability_top_30_beta_0_6_60_40,blend_vol_top_10_defensive_stability_top_30_beta_0_6_70_30,blend_vol_top_10_defensive_stability_top_30_beta_0_8_40_60,blend_vol_top_10_defensive_stability_top_30_beta_0_8_50_50,blend_vol_top_10_defensive_stability_top_30_beta_0_8_60_40,blend_vol_top_10_defensive_stability_top_30_beta_0_8_70_30,blend_vol_top_10_defensive_stability_top_30_equal_weight_40_60,blend_vol_top_10_defensive_stability_top_30_equal_weight_50_50,blend_vol_top_10_defensive_stability_top_30_equal_weight_60_40,blend_vol_top_10_defensive_stability_top_30_equal_weight_70_30,blend_vol_top_10_defensive_stability_top_50_beta_0_6_40_60,blend_vol_top_10_defensive_stability_top_50_beta_0_6_50_50,blend_vol_top_10_defensive_stability_top_50_beta_0_6_60_40,blend_vol_top_10_defensive_stability_top_50_beta_0_6_70_30,blend_vol_top_10_defensive_stability_top_50_beta_0_8_40_60,blend_vol_top_10_defensive_stability_top_50_beta_0_8_50_50,blend_vol_top_10_defensive_stability_top_50_beta_0_8_60_40,blend_vol_top_10_defensive_stability_top_50_beta_0_8_70_30,blend_vol_top_10_defensive_stability_top_50_equal_weight_40_60,blend_vol_top_10_defensive_stability_top_50_equal_weight_50_50,blend_vol_top_10_defensive_stability_top_50_equal_weight_60_40,blend_vol_top_10_defensive_stability_top_50_equal_weight_70_30,blend_vol_top_20_defensive_stability_top_30_beta_0_6_40_60,blend_vol_top_20_defensive_stability_top_30_beta_0_6_50_50,blend_vol_top_20_defensive_stability_top_30_beta_0_6_60_40,blend_vol_top_20_defensive_stability_top_30_beta_0_6_70_30,blend_vol_top_20_defensive_stability_top_30_beta_0_8_40_60,blend_vol_top_20_defensive_stability_top_30_beta_0_8_50_50,blend_vol_top_20_defensive_stability_top_30_beta_0_8_60_40,blend_vol_top_20_defensive_stability_top_30_beta_0_8_70_30,blend_vol_top_20_defensive_stability_top_30_equal_weight_40_60,blend_vol_top_20_defensive_stability_top_30_equal_weight_50_50,blend_vol_top_20_defensive_stability_top_30_equal_weight_60_40,blend_vol_top_20_defensive_stability_top_30_equal_weight_70_30,blend_vol_top_20_defensive_stability_top_50_beta_0_6_40_60,blend_vol_top_20_defensive_stability_top_50_beta_0_6_50_50,blend_vol_top_20_defensive_stability_top_50_beta_0_6_60_40,blend_vol_top_20_defensive_stability_top_50_beta_0_6_70_30,blend_vol_top_20_defensive_stability_top_50_beta_0_8_40_60,blend_vol_top_20_defensive_stability_top_50_beta_0_8_50_50,blend_vol_top_20_defensive_stability_top_50_beta_0_8_60_40,blend_vol_top_20_defensive_stability_top_50_beta_0_8_70_30,blend_vol_top_20_defensive_stability_top_50_equal_weight_40_60,blend_vol_top_20_defensive_stability_top_50_equal_weight_50_50,blend_vol_top_20_defensive_stability_top_50_equal_weight_60_40,blend_vol_top_20_defensive_stability_top_50_equal_weight_70_30,defensive_stability_top_30_beta_0_6,defensive_stability_top_30_beta_0_8,defensive_stability_top_30_equal_weight,defensive_stability_top_50_beta_0_6,defensive_stability_top_50_beta_0_8,defensive_stability_top_50_equal_weight,vol_top_10,vol_top_20
blend_vol_top_10_defensive_stability_top_30_equal_weight_60_40,sp100_sample,0.9724196937040458,0.9870909685115807,0.9946970293792925,0.9974239712729843,0.9879084591975752,0.9948637756242183,0.9980474064508952,0.9984728027824391,0.9956377927677776,0.9990123859996194,1.0,0.9991858818991252,0.9715031527092367,0.986230939614364,0.9939897302366729,0.9969053287397394,0.9876101223189967,0.99430919360815,0.9974331522810956,0.9979266983686255,0.9965791618248268,0.9988564416980663,0.9992567512949311,0.9982517087846003,0.9342449075059492,0.9534709496603024,0.9672993200619069,0.9767870287241931,0.9606096197616705,0.9697395066797719,0.9765863606393961,0.9815033590536449,0.9748809644181992,0.9794339622941151,0.9828280364414509,0.9852141154510313,0.9335703521975791,0.9527168388867051,0.9665948131295475,0.9762136970943327,0.9609480504985235,0.9696678680185808,0.9762919379661491,0.9811354671450935,0.9780648513039374,0.9813122534168383,0.9837662919223977,0.9855344837950549,0.7812554703320451,0.8931806633093036,0.9415855753811894,0.7833435378395901,0.8978620618860755,0.9544929128831892,0.9900840300700298,0.9876153346443379
blend_vol_top_10_defensive_stability_top_30_equal_weight_70_30,sp100_sample,0.965173948060829,0.9826103727361455,0.9926360319930082,0.9974689255881494,0.9824473340269587,0.9916308344257106,0.9968127835582522,0.9990257027665365,0.9910630987391755,0.9964065203788942,0.9991858818991252,1.0,0.9646831085662603,0.9820705186947691,0.9921601803476646,0.997107644684056,0.9827282862016531,0.9915228906716776,0.9965289111780105,0.9987088665552352,0.9932891913082451,0.9972724465576033,0.999220868736195,0.9996206088278564,0.9213825557649569,0.942526168071082,0.9581402246947467,0.9692762888010348,0.9500843051042275,0.9605967045200127,0.9687499100171303,0.9748969984455774,0.9655251297452889,0.9712032215740768,0.9756712323378386,0.9790806864145006,0.9211996413839708,0.9421567766913874,0.9577239743853901,0.9689052099972224,0.9510802992097358,0.9610510712723409,0.9688586882601864,0.974818494401905,0.9700845128137578,0.9742046507347717,0.9774884363272316,0.9800450453297459,0.7599182181718606,0.8764521984030071,0.9272324815976268,0.7629905398592228,0.8823822378927135,0.9425681523557334,0.9949452507933381,0.9842614340515718
blend_vol_top_10_defensive_stability_top_50_beta_0_6_40_60,sp100_sample,0.9953738144915059,0.993344827458455,0.9864452896632268,0.9766270927536409,0.9888683715066228,0.9848267024055669,0.9782268224015508,0.969963390298622,0.9812089556415873,0.9771839476712028,0.9715031527092367,0.9646831085662603,1.0,0.9968554758489707,0.989039545306038,0.9784444376555016,0.9920115728708375,0.9870402933819129,0.9797484584873757,0.9709613691939842,0.9820724556107419,0.9769827488336102,0.970745575393211,0.9637568234061356,0.9814484372443286,0.9870064148678312,0.9882772473528683,0.986310266638996,0.9821506568992683,0.9833527457320124,0.9827756076943476,0.9807596641503795,0.9787622283784041,0.9789920364193498,0.9782896356890463,0.976798962620137,0.9866637004464998,0.9909953349295271,0.9912321207118221,0.9883798009648719,0.9860996266315699,0.9862268242956024,0.9847885942297369,0.9820861901014654,0.981881036316911,0.9808079921259981,0.9791768306819687,0.9770832681430622,0.8917118058792329,0.9512898537356148,0.9650828271327387,0.9047244338862167,0.9625543002922597,0.9781508316122869,0.9408761351556584,0.9687999421294528
blend_vol_top_10_defensive_stability_top_50_beta_0_6_50_50,sp100_sample,0.9931281576200212,0.9972120191252947,0.9955901481140029,0.9903124451014763,0.9931260792904157,0.9934170414358898,0.9906576146903249,0.9857936605513519,0.9896937938411731,0.9889547691120731,0.986230939614364,0.9820705186947691,0.9968554758489707,1.0,0.9976295112680168,0.9917318055512808,0.9959701565504403,0.9953714666806055,0.9919660008146234,0.9866287579936216,0.9916296141265942,0.9895946018831383,0.9861037408136474,0.9815859204354751,0.9688698919156695,0.9792145763256198,0.984868046054441,0.9868864546311403,0.9774425280391704,0.9816229114311029,0.9838289511134952,0.9844070231224724,0.9790778240528452,0.9812302489889315,0.9823477210378412,0.982577585607696,0.9731646986386898,0.982451235614273,0.98723444501012,0.9885255693328694,0.98112415251164,0.9842671970981044,0.9856525992622794,0.9855876855718272,0.9833602821014585,0.9839919020475563,0.9839707104218353,0.9833973796620906,0.8567285626936662,0.932756950027583,0.956648410525292,0.8681229890668007,0.9436111415009468,0.9717750275981646,0.9647605305455452,0.9791859434788173
blend_vol_top_10_defensive_stability_top_50_beta_0_6_60_40,sp100_sample,0.9861118277937528,0.9954833254081276,0.9984529152031285,0.9971451527212519,0.9917573576342611,0.9958093429227056,0.9963990869617847,0.9945120912071311,0.9920134703212439,0.9941318016240688,0.9939897302366729,0.9921601803476646,0.989039545306038,0.9976295112680168,1.0,0.9982116583559509,0.9943271637477422,0.9975287356563907,0.9975156099585086,0.9952014804753249,0.9948706309867698,0.9954987320997903,0.9944106083468259,0.9920616201816674,0.9530041084701388,0.9674528541568059,0.9768834174335629,0.9823524880949217,0.9683677748798333,0.9751132188377329,0.9797249489333395,0.9825527453654036,0.9743573897359488,0.9781684575488189,0.980860627821096,0.9825834547120503,0.9564776712748607,0.9700197304897485,0.9787267068217852,0.9836094598835262,0.9717984528030699,0.9775444605688073,0.9813748705743858,0.9836007154211172,0.9796285292815374,0.9817372773684176,0.983114310376882,0.9838640912823222,0.82197833755567,0.9119045528810485,0.9444437812891969,0.8319093732026557,0.9223471043362286,0.9612809571466423,0.9805805520593142,0.9832102151309964
blend_vol_top_10_defensive_stability_top_50_beta_0_6_70_30,sp100_sample,0.9762225975208026,0.9901514043268428,0.9970981680578938,0.9992441226348981,0.9867524800744906,0.9940560739129052,0.9975529718304732,0.998259318694634,0.9902117169434996,0.9948040815297265,0.9969053287397394,0.997107644684056,0.9784444376555016,0.9917318055512808,0.9982116583559509,1.0,0.98907413943667,0.9955646785150454,0.998498527509196,0.9988194788625123,0.9938582523659644,0.9967973820342356,0.9978007016215221,0.997344814833152,0.9355547470413658,0.9535130959224047,0.9661885335711528,0.9746341499329461,0.9567586650318359,0.9657064221449173,0.9723902302678618,0.9771614809850917,0.9665078289197078,0.9717450955579231,0.9757948470298227,0.9788079808134957,0.9383015308445598,0.9554882558678569,0.9675703057316973,0.9755543180614769,0.9599581459930484,0.9679432383096986,0.9738828875672995,0.9780901490726792,0.9726175544298983,0.9760013694008334,0.9785877411922919,0.9804840236876553,0.7886282038321579,0.8902814566428628,0.9302077992500568,0.7972497822008822,0.9003262380282837,0.9484661542107116,0.9905505307037836,0.9829231139817863
blend_vol_top_10_defensive_stability_top_50_beta_0_8_40_60,sp100_sample,0.9901740919328647,0.9946514512261744,0.9933838562721249,0.9884219112758779,0.9969022844668803,0.9961391750677284,0.9924307928577578,0.9867151100895541,0.9927327973787116,0.9911258941628455,0.9876101223189967,0.9827282862016531,0.9920115728708375,0.9959701565504403,0.9943271637477422,0.98907413943667,1.0,0.9982977971703881,0.9938970258330002,0.9876645927072246,0.9943379856210383,0.9915012251051,0.9872808710800612,0.9820995082120362,0.9697695654296818,0.9812650832118202,0.9879571983268249,0.9909078068923162,0.9853238101387461,0.9892144150207092,0.9911368328926735,0.9914394102615055,0.9859878017451296,0.9880323700818138,0.989041237854617,0.9891625751696669,0.9719913780812307,0.9828461370835152,0.989056683839585,0.9916391081608247,0.9892574055119734,0.9920609164010225,0.9931164675658583,0.9927330129920142,0.9899278925331548,0.9905114082723361,0.9904406304708718,0.9898167563707707,0.8519906109992778,0.9417926317428619,0.9639598302923453,0.8594461252861526,0.9531406583055934,0.9785059637320574,0.9636179547183427,0.9854519470238616
blend_vol_top_10_defensive_stability_top_50_beta_0_8_50_50,sp100_sample,0.9854674306587543,0.9942753505485104,0.9967627693678641,0.9950435079375842,0.9954811943935449,0.9980797382989524,0.9973654910446986,0.9943116679450531,0.9945436438876,0.9955043968725164,0.99430919360815,0.9915228906716776,0.9870402933819129,0.9953714666806055,0.9975287356563907,0.9955646785150454,0.9982977971703881,1.0,0.9986388682663108,0.9951157689709998,0.9969886671883,0.996542795481119,0.9944800011712362,0.9912465169633264,0.9568496137274699,0.9715309129368923,0.9811573161306962,0.9867905040706881,0.9765946884774452,0.9826891119099601,0.9866800337489642,0.9889184049798646,0.9810985211043174,0.9845509973408725,0.9868973475856269,0.9882874873944476,0.9588278710911653,0.9729057569275534,0.9820901239904589,0.9873962460143048,0.9802674254688182,0.9853163815098843,0.9884826100797156,0.9900779737298506,0.9859383535134293,0.9877648633967291,0.9888712167332546,0.9893617150701712,0.8244502420187901,0.9229684860129944,0.9527291216721735,0.8315256572768484,0.9338740748788004,0.9688334727358505,0.9775663065582064,0.9879955134229413
blend_vol_top_10_defensive_stability_top_50_beta_0_8_60_40,sp100_sample,0.978416778083831,0.9910721059444613,0.9969104478476924,0.9980960640036297,0.9913399425919516,0.9969373083090768,0.9989027646487194,0.9982382384940207,0.9932954046936083,0.9965496331496625,0.9974331522810956,0.9965289111780105,0.9797484584873757,0.9919660008146234,0.9975156099585086,0.998498527509196,0.9938970258330002,0.9986388682663108,1.0,0.9989100067356158,0.99648443947458,0.9981780166647058,0.998050668126031,0.9965684882492848,0.9425363618167406,0.9600243617657821,0.9722471314170684,0.9802630976842496,0.9659723477503591,0.974020065496949,0.9798493355526533,0.9838124261445839,0.973897150024421,0.978598758346177,0.9821344488789513,0.9846552658606945,0.9442911044435259,0.9612108287681235,0.9730281903874278,0.9807548057751769,0.9694012100379881,0.9764437014197493,0.9814883716854382,0.9848487852805161,0.97952766293151,0.9824605114414738,0.9846163788584346,0.9861020421548452,0.7974437645755725,0.903472827637835,0.9399384348281168,0.8041588573462971,0.9139513008254234,0.9573898589362092,0.9872215473066154,0.9874214239093059
blend_vol_top_10_defensive_stability_top_50_beta_0_8_70_30,sp100_sample,0.9698486048599595,0.9859179011353456,0.9947416243669656,0.9985241793520423,0.9853456645176091,0.9936138601642014,0.9979729393807858,0.9994482114614752,0.9898856701743051,0.9951848979718364,0.9979266983686255,0.9987088665552352,0.9709613691939842,0.9866287579936216,0.9952014804753249,0.9988194788625123,0.9876645927072246,0.9951157689709998,0.9989100067356158,1.0,0.9937331858828388,0.9973375208748878,0.9989425635982833,0.9990311075527243,0.9275514535903646,0.9475109027037766,0.9620290388674687,0.9721589340406003,0.9542364705326231,0.9640136838089609,0.9714747005953726,0.9769721548878104,0.9652045254311284,0.9710131733743549,0.9756050848571719,0.9791319655863411,0.9291021150009775,0.9485260461225175,0.9626724897353445,0.9725474543748943,0.9574391667017217,0.9662494868792003,0.9729635958642773,0.9778958574426576,0.9715296497655919,0.9754458295995587,0.9785359674530938,0.9809088091885539,0.771434140736007,0.8839401679282337,0.9263221190328903,0.7778112692364023,0.8940122149872965,0.9449388054446476,0.9935837330822611,0.9846285670790155
