date,variant,is_control_date,stress_score,dynamic_beta_cap,beta_before,beta_after,scale,projection_reason,gross_before,gross_after,gate_violation_after,realized_beta_63d
2008-02-14,b3_1_reference,False,0.6796493326623605,0.9,0.3853532358595543,0.46857353697745535,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4460040773068961
2008-02-15,b3_1_reference,False,0.6730258865221848,0.9,0.3856087706960951,0.4688842567302343,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4466612985194294
2008-02-19,b3_1_reference,False,0.6759020263712238,0.9,0.3800718365560115,0.46215157468010676,1.0,held,0.9479787713148833,1.1527028308552967,False,0.45167712307652114
2008-02-20,b3_1_reference,False,0.655746325709574,0.9,0.3821194808947656,0.46464142518867113,1.0,held,0.9479787713148833,1.1527028308552967,False,0.46066645329572126
2008-02-21,b3_1_reference,False,0.6767737647988956,0.9,0.37274741984593845,0.4532453880316922,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4604334294573821
2008-02-22,b3_1_reference,False,0.6510218599638202,0.9,0.36958193043962456,0.44939628432798867,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4577410440958765
2008-02-25,b3_1_reference,False,0.6128700735225683,0.9,0.36864346761981365,0.44825515249910997,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4399511774033454
2008-02-26,b3_1_reference,False,0.5859687181895671,0.9,0.35854677219310727,0.4359779900216159,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4417186325074202
2008-02-27,b3_1_reference,False,0.5944119936327743,0.9,0.38074901137451495,0.4629749911466908,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4419067963474161
2008-02-28,b3_1_reference,False,0.6247401145411027,0.9,0.38172848648188984,0.4641659922146339,1.0,held,0.9479787713148833,1.1527028308552967,False,0.4313904839312332
2008-02-29,b3_1_reference,False,0.7079938985721362,0.9,0.3613987740386093,0.4394459058657173,1.0,held,0.9479787713148833,1.1527028308552967,False,0.421773645922029
2008-03-03,b3_1_reference,True,0.7039801879569874,0.9,0.41656033478287685,0.5000000000000001,1.2003063139955807,beta_up,0.8878346933668968,1.0656735882326163,False,0.4219133572916858
2008-03-04,b3_1_reference,False,0.6990231235965298,0.9,0.42616802481642335,0.5115321710101783,1.0,held,0.8878346933668968,1.0656735882326163,False,0.42538003094694393
2008-03-05,b3_1_reference,False,0.6761405623323753,0.9,0.4342091415180476,0.5211839741587132,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4323901358578556
2008-03-06,b3_1_reference,False,0.7425069946971905,0.9,0.44439217968634054,0.5334067391677731,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4490245328431739
2008-03-07,b3_1_reference,False,0.7559696930490949,0.9,0.4571747237168938,0.5487497074765728,1.0,held,0.8878346933668968,1.0656735882326163,False,0.45064082337830436
2008-03-10,b3_1_reference,False,0.7911444882343526,0.9,0.46271675240435584,0.5554018395024781,1.0,held,0.8878346933668968,1.0656735882326163,False,0.46279548628377803
2008-03-11,b3_1_reference,False,0.7141123462752816,0.9,0.4688603260010595,0.5627760096810981,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4858384062980376
2008-03-12,b3_1_reference,False,0.7343340630605446,0.9,0.45890601236965284,0.5508277841778284,1.0,held,0.8878346933668968,1.0656735882326163,False,0.47523886994845593
2008-03-13,b3_1_reference,False,0.7312287533779454,0.9,0.46342131344151083,0.5562475285639705,1.0,held,0.8878346933668968,1.0656735882326163,False,0.478514303219725
2008-03-14,b3_1_reference,False,0.7788658468694865,0.9,0.4647466136502077,0.5578382947724091,1.0,held,0.8878346933668968,1.0656735882326163,False,0.47964773816863593
2008-03-17,b3_1_reference,False,0.7928920771212268,0.9,0.46703746812458036,0.5605880218624436,1.0,held,0.8878346933668968,1.0656735882326163,False,0.482994442096748
2008-03-18,b3_1_reference,False,0.687209961368247,0.9,0.4276613869911715,0.5133246630576107,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4479067959742846
2008-03-19,b3_1_reference,False,0.7643186845692356,0.9,0.43865042513318314,0.5265148749242053,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4696917272828876
2008-03-20,b3_1_reference,False,0.7126786072348684,0.9,0.41986332359755374,0.5039645983293135,1.0,held,0.8878346933668968,1.0656735882326163,False,0.45076769185897503
2008-03-24,b3_1_reference,False,0.6654216229434574,0.9,0.412440313530145,0.4950547124765501,1.0,held,0.8878346933668968,1.0656735882326163,False,0.44445691500892653
2008-03-25,b3_1_reference,False,0.6630303683396654,0.9,0.4142283919467461,0.4972009542899155,1.0,held,0.8878346933668968,1.0656735882326163,False,0.44689520289327705
2008-03-26,b3_1_reference,False,0.6857460332015989,0.9,0.418535648491968,0.5023709815171441,1.0,held,0.8878346933668968,1.0656735882326163,False,0.44617284788287853
2008-03-27,b3_1_reference,False,0.6862972660497181,0.9,0.4198746359579071,0.5039781766268718,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4472543829198278
2008-03-28,b3_1_reference,False,0.6959947770243126,0.9,0.4195796861620403,0.5036241465245812,1.0,held,0.8878346933668968,1.0656735882326163,False,0.44774000031754485
2008-03-31,b3_1_reference,False,0.6895567186266642,0.9,0.4198516480187522,0.5039505840583584,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4457571373295814
2008-04-01,b3_1_reference,False,0.5815920403733872,0.9,0.3745544226772042,0.44958003847441774,1.0,held,0.8878346933668968,1.0656735882326163,False,0.3963225040678417
2008-04-02,b3_1_reference,False,0.595505078765595,0.9,0.3762482752609187,0.451613180425628,1.0,held,0.8878346933668968,1.0656735882326163,False,0.3975907303878989
2008-04-03,b3_1_reference,False,0.5873816869357217,0.9,0.3814977599326857,0.457914170022373,1.0,held,0.8878346933668968,1.0656735882326163,False,0.3999436207193015
2008-04-04,b3_1_reference,False,0.5686587574331813,0.9,0.3812680149024224,0.4576384056119389,1.0,held,0.8878346933668968,1.0656735882326163,False,0.39966641282786763
2008-04-07,b3_1_reference,False,0.5669131601456019,0.9,0.3681010476672493,0.4418340117033877,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4161111867921115
2008-04-08,b3_1_reference,False,0.5674272490676515,0.9,0.3681882378021064,0.44193866657277475,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4165537247994002
2008-04-09,b3_1_reference,False,0.5909775345790992,0.9,0.36254513958255086,0.435165220149345,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4121017347489463
2008-04-10,b3_1_reference,False,0.574051504975976,0.9,0.366774738115019,0.44024203397353295,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4137354811994546
2008-04-11,b3_1_reference,False,0.6322218740627744,0.9,0.3647881691800427,0.4378575427376934,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4166786279664942
2008-04-14,b3_1_reference,False,0.646984710060774,0.9,0.3652680653031554,0.43843356508432757,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4164972318130975
2008-04-15,b3_1_reference,False,0.6153750806679426,0.9,0.3578410302761088,0.42951884804709717,1.0,held,0.8878346933668968,1.0656735882326163,False,0.409692138042283
2008-04-16,b3_1_reference,False,0.5413107696158945,0.9,0.35220749313888366,0.4227568778511573,1.0,held,0.8878346933668968,1.0656735882326163,False,0.40008340851549373
2008-04-17,b3_1_reference,False,0.5361827694093783,0.9,0.342013948486274,0.410521501842634,1.0,held,0.8878346933668968,1.0656735882326163,False,0.38930082830230645
2008-04-18,b3_1_reference,False,0.5178193662060786,0.9,0.3368669635378624,0.4043435433110153,1.0,held,0.8878346933668968,1.0656735882326163,False,0.3831040007044208
2008-04-21,b3_1_reference,False,0.5220262642679949,0.9,0.34378048422365276,0.41264188584210854,1.0,held,0.8878346933668968,1.0656735882326163,False,0.3888084576233553
2008-04-22,b3_1_reference,False,0.5370224528121598,0.9,0.3541248790116979,0.4250583282206622,1.0,held,0.8878346933668968,1.0656735882326163,False,0.4044253445773961
2008-04-23,b3_1_reference,False,0.5245086055316805,0.9,0.3525883959793309,0.42321407793556487,1.0,held,0.8878346933668968,1.0656735882326163,False,0.40381299333825355
2008-04-24,b3_1_reference,False,0.5155721024336258,0.9,0.3433021169180801,0.41206769854482067,1.0,held,0.8878346933668968,1.0656735882326163,False,0.394796290074091
2008-04-25,b3_1_reference,False,0.4968390587280751,0.9,0.35463733881486004,0.42567343695806653,1.0,held,0.8878346933668968,1.0656735882326163,False,0.40666897677279623
2008-04-28,b3_1_reference,True,0.4975080647678027,0.9,0.5502783572914703,0.5502783572914703,1.0,none,0.8498178845383255,0.8498178845383255,False,0.39884754028914493
2008-04-29,b3_1_reference,False,0.508386259376418,0.9,0.5500337231060553,0.5500337231060553,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3997117959624858
2008-04-30,b3_1_reference,False,0.5301072206243016,0.9,0.5484831391253241,0.5484831391253241,1.0,held,0.8498178845383255,0.8498178845383255,False,0.39723161355774794
2008-05-01,b3_1_reference,False,0.4710584136606994,0.9,0.5324647107788443,0.5324647107788443,1.0,held,0.8498178845383255,0.8498178845383255,False,0.38778619623967864
2008-05-02,b3_1_reference,False,0.4485088096934876,0.9,0.5297516985676971,0.5297516985676971,1.0,held,0.8498178845383255,0.8498178845383255,False,0.38694559394012684
2008-05-05,b3_1_reference,False,0.4756666902063245,0.9,0.5237351956350718,0.5237351956350718,1.0,held,0.8498178845383255,0.8498178845383255,False,0.37943761220352157
2008-05-06,b3_1_reference,False,0.44170605914974065,0.9,0.5098619133107812,0.5098619133107812,1.0,held,0.8498178845383255,0.8498178845383255,False,0.36633782426105405
2008-05-07,b3_1_reference,False,0.49670749033391237,0.9,0.512613351172765,0.512613351172765,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3791293173373764
2008-05-08,b3_1_reference,False,0.49562111677087023,0.9,0.5116862269080913,0.5116862269080913,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3805156696801249
2008-05-09,b3_1_reference,False,0.49841881261163834,0.9,0.5171908401799354,0.5171908401799354,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3894479987221255
2008-05-12,b3_1_reference,False,0.4454217481211386,0.9,0.5140181590158098,0.5140181590158098,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3854679172752796
2008-05-13,b3_1_reference,False,0.4486791325616727,0.9,0.5227883272002365,0.5227883272002365,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3940909313384051
2008-05-14,b3_1_reference,False,0.43662992223711217,0.9,0.5199224561526771,0.5199224561526771,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3929731844772758
2008-05-15,b3_1_reference,False,0.3918973714916089,0.9,0.5201840976624957,0.5201840976624957,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3929472148230796
2008-05-16,b3_1_reference,False,0.39347471404741524,0.9,0.520572474352399,0.520572474352399,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3932318210631676
2008-05-19,b3_1_reference,False,0.4011828177939104,0.9,0.5191783725898924,0.5191783725898924,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3907466472651826
2008-05-20,b3_1_reference,False,0.422594287997783,0.9,0.5158344511480198,0.5158344511480198,1.0,held,0.8498178845383255,0.8498178845383255,False,0.38862428807340954
2008-05-21,b3_1_reference,False,0.47619687126157034,0.9,0.5257760734228325,0.5257760734228325,1.0,held,0.8498178845383255,0.8498178845383255,False,0.4024638526401594
2008-05-22,b3_1_reference,False,0.45961332905217933,0.9,0.5266488523071672,0.5266488523071672,1.0,held,0.8498178845383255,0.8498178845383255,False,0.402466539674618
2008-05-23,b3_1_reference,False,0.5119772730607577,0.9,0.5281757611626333,0.5281757611626333,1.0,held,0.8498178845383255,0.8498178845383255,False,0.40428159231007055
2008-05-27,b3_1_reference,False,0.5044733209073662,0.9,0.5213060887149052,0.5213060887149052,1.0,held,0.8498178845383255,0.8498178845383255,False,0.39833001319043837
2008-05-28,b3_1_reference,False,0.48816201141880183,0.9,0.5198986599170945,0.5198986599170945,1.0,held,0.8498178845383255,0.8498178845383255,False,0.396936997776907
2008-05-29,b3_1_reference,False,0.4558282892812705,0.9,0.5177510269614872,0.5177510269614872,1.0,held,0.8498178845383255,0.8498178845383255,False,0.40229140493312626
2008-05-30,b3_1_reference,False,0.4436291101951846,0.9,0.5258187410592638,0.5258187410592638,1.0,held,0.8498178845383255,0.8498178845383255,False,0.414775879142696
2008-06-02,b3_1_reference,False,0.5033791300719558,0.9,0.5219272705931904,0.5219272705931904,1.0,held,0.8498178845383255,0.8498178845383255,False,0.413240664980042
2008-06-03,b3_1_reference,False,0.5175509378702559,0.9,0.5152981588079251,0.5152981588079251,1.0,held,0.8498178845383255,0.8498178845383255,False,0.4046318678036279
2008-06-04,b3_1_reference,False,0.5331851952524944,0.9,0.5137014723263804,0.5137014723263804,1.0,held,0.8498178845383255,0.8498178845383255,False,0.4007034805105768
2008-06-05,b3_1_reference,False,0.4603314551702178,0.9,0.4964420653361045,0.4964420653361045,1.0,held,0.8498178845383255,0.8498178845383255,False,0.38814041654566794
2008-06-06,b3_1_reference,False,0.6019003584983323,0.9,0.47952684251547734,0.47952684251547734,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3766042580033066
2008-06-09,b3_1_reference,False,0.5864445957515161,0.9,0.4708256503261321,0.4708256503261321,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3660293834740266
2008-06-10,b3_1_reference,False,0.5947539562978356,0.9,0.45090085808817826,0.45090085808817826,1.0,held,0.8498178845383255,0.8498178845383255,False,0.33179793219353965
2008-06-11,b3_1_reference,False,0.6435566595607101,0.9,0.46883935762874385,0.46883935762874385,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3564034377802959
2008-06-12,b3_1_reference,False,0.6127712965166289,0.9,0.4663591344034944,0.4663591344034944,1.0,held,0.8498178845383255,0.8498178845383255,False,0.35386725052971985
2008-06-13,b3_1_reference,False,0.5572761305170673,0.9,0.47339097066693253,0.47339097066693253,1.0,held,0.8498178845383255,0.8498178845383255,False,0.366272064920022
2008-06-16,b3_1_reference,False,0.5529430700055998,0.9,0.4675929108206347,0.4675929108206347,1.0,held,0.8498178845383255,0.8498178845383255,False,0.36338860775526216
2008-06-17,b3_1_reference,False,0.5620294274680652,0.9,0.44543837336025005,0.44543837336025005,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3701226669838772
2008-06-18,b3_1_reference,False,0.5861532649771132,0.9,0.4354245035316507,0.4354245035316507,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3267220881881058
2008-06-19,b3_1_reference,False,0.5793637376503467,0.9,0.4213879531097042,0.4213879531097042,1.0,held,0.8498178845383255,0.8498178845383255,False,0.3437289718220516
2008-06-20,b3_1_reference,False,0.6241711658016915,0.9,0.421472129574644,0.421472129574644,1.0,held,0.8498178845383255,0.8498178845383255,False,0.34711486195494123
2008-06-23,b3_1_reference,True,0.6176407128038031,0.9,0.4020713196743406,0.5,1.243560471821211,beta_up,0.5983256334145126,0.7440541069916763,False,0.3457152769792947
2008-06-24,b3_1_reference,False,0.6115235648697818,0.9,0.40447225862294944,0.5029857127717459,1.0,held,0.5983256334145126,0.7440541069916763,False,0.3481227772803118
2008-06-25,b3_1_reference,False,0.5904338293335113,0.9,0.4026982439247257,0.500779618216605,1.0,held,0.5983256334145126,0.7440541069916763,False,0.34724430341267987
2008-06-26,b3_1_reference,False,0.68966511792802,0.9,0.36350937000718575,0.45204588367756693,1.0,held,0.5983256334145126,0.7440541069916763,False,0.32718770049990054
2008-06-27,b3_1_reference,False,0.6833463437172052,0.9,0.3655622735904251,0.45459879342614357,1.0,held,0.5983256334145126,0.7440541069916763,False,0.32930567683831447
2008-06-30,b3_1_reference,False,0.6933608428324448,0.9,0.37205701551823006,0.46267539776224176,1.0,held,0.5983256334145126,0.7440541069916763,False,0.39787224705126456
2008-07-01,b3_1_reference,False,0.6801061157115965,0.9,0.3720389994775386,0.4626529937261791,1.0,held,0.5983256334145126,0.7440541069916763,False,0.39800458496919316
2008-07-02,b3_1_reference,False,0.750525411785053,0.9,0.3736966111632476,0.46471433409615576,1.0,held,0.5983256334145126,0.7440541069916763,False,0.4016982542534197
2008-07-03,b3_1_reference,False,0.7263016677347436,0.9,0.3693037903524953,0.4592515957761107,1.0,held,0.5983256334145126,0.7440541069916763,False,0.39608468068594066
2008-07-07,b3_1_reference,False,0.7600935513348381,0.9,0.36679405250613073,0.4561305849957379,1.0,held,0.5983256334145126,0.7440541069916763,False,0.3950235073205866
2008-07-08,b3_1_reference,False,0.6716012450485169,0.9,0.38973275531931095,0.4846562490890629,1.0,held,0.5983256334145126,0.7440541069916763,False,0.42608266813546025
2008-07-09,b3_1_reference,False,0.749684062406193,0.9,0.4122192559666412,0.5126195724436649,1.0,held,0.5983256334145126,0.7440541069916763,False,0.46161600055819785
2008-07-10,b3_1_reference,False,0.75061681821212,0.9,0.41073163387953626,0.510769624419133,1.0,held,0.5983256334145126,0.7440541069916763,False,0.4578579359378617
2008-07-11,b3_1_reference,False,0.8011285878143783,0.9,0.3930793676325605,0.4888179638763302,1.0,held,0.5983256334145126,0.7440541069916763,False,0.44748342899960897
2008-07-14,b3_1_reference,False,0.8256410616027853,0.9,0.39812475760312804,0.49509221140865106,1.0,held,0.5983256334145126,0.7440541069916763,False,0.4552794138887615
2008-07-15,b3_1_reference,False,0.8453418580516235,0.9,0.39238297500319536,0.487951957529584,1.0,held,0.5983256334145126,0.7440541069916763,False,0.45229125007609744
2008-07-16,b3_1_reference,False,0.7517149867986384,0.9,0.4460392452298821,0.554676774248849,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5143420814515769
2008-07-17,b3_1_reference,False,0.7353296241082075,0.9,0.46766179699306637,0.581565724921453,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5440903636072859
2008-07-18,b3_1_reference,False,0.7080452320984324,0.9,0.4703252858718332,0.5848779344082228,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5486368186099388
2008-07-21,b3_1_reference,False,0.6745500567542608,0.9,0.4726552274269706,0.5877753576278453,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5497663630862599
2008-07-22,b3_1_reference,False,0.6213873276733302,0.9,0.4858385021705033,0.6041695569880613,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5629757418540711
2008-07-23,b3_1_reference,False,0.6159097884442606,0.9,0.4840474910507961,0.6019423263550016,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5607670744552707
2008-07-24,b3_1_reference,False,0.6917981876405017,0.9,0.511240928829543,0.6357590106695806,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6052644691650727
2008-07-25,b3_1_reference,False,0.6747618499384493,0.9,0.5141924771506704,0.6394294394924049,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6065189149937581
2008-07-28,b3_1_reference,False,0.739302826841175,0.9,0.5195966599226602,0.6461498675701487,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6150875505923636
2008-07-29,b3_1_reference,False,0.6413090952234568,0.9,0.5281334103648803,0.6567658329778956,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6278690550615476
2008-07-30,b3_1_reference,False,0.605072066990131,0.9,0.502478433386467,0.6248623177020578,1.0,held,0.5983256334145126,0.7440541069916763,False,0.5954345062823888
2008-07-31,b3_1_reference,False,0.659666687189509,0.9,0.5201909264847924,0.6468888739765413,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6049168909302719
2008-08-01,b3_1_reference,False,0.6515351587286553,0.9,0.5180280555242917,0.6441992131444126,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6056980526023682
2008-08-04,b3_1_reference,False,0.6989097018532711,0.9,0.5228338061472108,0.650175454656505,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6112610434935521
2008-08-05,b3_1_reference,False,0.6004616727360111,0.9,0.5156288574575064,0.6412156652644886,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6102485122234929
2008-08-06,b3_1_reference,False,0.5680081592511036,0.9,0.5091525514533599,0.6331619871143137,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6085360664182908
2008-08-07,b3_1_reference,False,0.6155566066907217,0.9,0.5166037945595768,0.6424280585071355,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6192262494032446
2008-08-08,b3_1_reference,False,0.5731702173853293,0.9,0.5114525518216186,0.6360221766574544,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6135293052194137
2008-08-11,b3_1_reference,False,0.5447900739728353,0.9,0.5068515906870777,0.6303006032581536,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6101644070663141
2008-08-12,b3_1_reference,False,0.5907475390435066,0.9,0.5148417559224904,0.6402368569082328,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6204566449903008
2008-08-13,b3_1_reference,False,0.6066237728801258,0.9,0.5149894472395125,0.6404205199921128,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6197761397951722
2008-08-14,b3_1_reference,False,0.5614109920348274,0.9,0.5058552244385168,0.6290615615759865,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6118080426558519
2008-08-15,b3_1_reference,False,0.5367409290028016,0.9,0.502062236946898,0.6243447522612972,1.0,held,0.5983256334145126,0.7440541069916763,False,0.6079092144357912
2008-08-18,b3_1_reference,True,0.5936891730112287,0.9,0.9200208770975485,0.9000000000000001,0.978238670886785,beta_down,1.3390533759516845,1.3099137947374384,False,0.6106323385651832
2008-08-19,b3_1_reference,False,0.6197419863829607,0.9,0.9256778153897466,0.9055338357962485,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6234570735085269
2008-08-20,b3_1_reference,False,0.5835990105547311,0.9,0.9220852683323428,0.9020194673377154,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6209851786436061
2008-08-21,b3_1_reference,False,0.5643553863776936,0.9,0.9172155975544323,0.8972557670682763,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6174698819714335
2008-08-22,b3_1_reference,False,0.525499611803741,0.9,0.9289049647164085,0.9086907580643153,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6437071893155919
2008-08-25,b3_1_reference,False,0.6065205019741913,0.9,0.9099883731375499,0.8901858166605047,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6344673196722315
2008-08-26,b3_1_reference,False,0.5856542691201234,0.9,0.9169537751479626,0.896999642265363,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6389363632600309
2008-08-27,b3_1_reference,False,0.5524027974905797,0.9,0.9083641152006671,0.8885969047351511,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6419046007333203
2008-08-28,b3_1_reference,False,0.5266045411235598,0.9,0.9164687088902876,0.8965251316941628,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6523493233566277
2008-08-29,b3_1_reference,False,0.5734905734315102,0.9,0.9089178814065676,0.8891386202523932,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6474461897983623
2008-09-02,b3_1_reference,False,0.6188479756541498,0.9,0.9003057792187086,0.8807139288546009,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6387860964868382
2008-09-03,b3_1_reference,False,0.6111091342200169,0.9,0.9006183078694607,0.8810196564665266,1.0,held,1.3390533759516845,1.3099137947374384,False,0.639000337950921
2008-09-04,b3_1_reference,False,0.7271488404714976,0.9,0.887385828050347,0.8680751329957406,1.0,held,1.3390533759516845,1.3099137947374384,False,0.6232204120637497
