universe,sleeve,sharpe,max_dd,min_full_corr_vs_vol,min_crisis_corr_vs_vol,passes_hard_gate
sp100_sample,crisis_diversifier_top_10_equal_weight,0.8536528552492901,-0.4528677862096553,0.8851683945735557,0.9236139423856405,False
sp100_sample,crisis_diversifier_top_20_equal_weight,0.8620760836026244,-0.46350016775378267,0.9107935879819318,0.9353962809491038,False
sp100_sample,crisis_diversifier_top_30_equal_weight,0.8628741064758844,-0.4261226030346873,0.9091010529067528,0.9370801152249187,False
sp100_sample,crisis_diversifier_top_10_beta_0_6,0.7441386510353838,-0.4228038443308718,0.7491920917460606,0.8102202545757659,False
sp100_sample,crisis_diversifier_top_20_beta_0_6,0.7337890981069215,-0.42271275308032663,0.7106623423132902,0.7664505522062335,False
sp100_sample,crisis_diversifier_top_30_beta_0_6,0.8432622152666559,-0.39478417164073165,0.7139033079904316,0.766359981103796,False
sp100_sample,crisis_diversifier_top_10_beta_0_8,0.7409676565776357,-0.4137168278801243,0.8075968553461371,0.8448751987846789,False
sp100_sample,crisis_diversifier_top_20_beta_0_8,0.8438221884420825,-0.4281366501224273,0.8258283137068162,0.84641359920113,False
sp100_sample,crisis_diversifier_top_30_beta_0_8,0.8414568004090135,-0.41796188894656294,0.8340605209043402,0.8561594281015931,False
