universe,sleeve,sleeve_type,cagr,sharpe,max_dd,volatility,turnover_sum,n_rebalances
sp100_sample,vol_top_10,volatility,0.23995995236730172,0.7947927905187655,-0.5087670608451254,0.30191510948492445,81.20000000000003,239
sp100_sample,vol_top_20,volatility,0.2023710705636208,0.8225343923006667,-0.4939433956730751,0.24603356705557267,59.00000000000002,239
sp100_sample,quality_sector_balanced_top_30,quality,0.16823086705995105,0.897330890939464,-0.3943053408921158,0.1874791882889723,47.1333333333334,239
sp100_sample,quality_sector_balanced_top_50,quality,0.16330263674773615,0.8756029850128477,-0.38610535201468144,0.18650306079682907,1.4767314175708952,239
sp500_dynamic,vol_top_10,volatility,0.258781768592387,0.5333948599973172,-0.7810801825502763,0.48515984686033264,145.80000000000007,239
sp500_dynamic,vol_top_20,volatility,0.2660993153492912,0.6384727880390051,-0.6242027946097892,0.4167747166900947,128.10000000000005,239
sp500_dynamic,quality_sector_balanced_top_30,quality,0.09164780023186103,0.5287367869356145,-0.4843422532400986,0.17333350448910828,188.26666666666668,239
sp500_dynamic,quality_sector_balanced_top_50,quality,0.0982453959602434,0.5554500185814301,-0.484185384653228,0.17687531312205804,152.31999999999996,239
