turnover_limit,cagr,sharpe,max_dd
0.3,0.11231188678896054,0.5509810597829556,-0.5482757140382408
0.5,0.11907141461629234,0.6833066008820653,-0.40436744248366097
0.8,0.11976574991421818,0.6891291671865231,-0.3976306712664581
